PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Notes	Raw_Fragments	Source_Status
68	67	50	rainbow	N-Mah-Bhi	2	1	bɑɳ		N-Mah-Bhi 2 bɑɳ	response
68	67	50	rainbow	N-Rup-Br	1	1	d̪ʌnuʃbɑɳ		N-Rup-Br 1 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	N-Rup-Br	2	2	d̪ʌnuʃbɑɳ		2 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	N-Khr-Gen	2	1	bɑɳ		N-Khr-Gen 2 bɑɳ	response
68	67	50	rainbow	N-Awl-Bal	1	1	d̪ʌnuʃbɑɳ		N-Awl-Bal 1 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	N-Awl-Bal	2	2	d̪ʌnuʃbɑɳ		2 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	N-Sir-OBC	1	1	d̪ʌnuʃbɑɳ		N-Sir-OBC 1 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	N-Sir-OBC	2	2	d̪ʌnuʃbɑɳ		2 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	N-Kup-Dar	2	1	ɾɑmbɑɳ		N-Kup-Dar 2 ɾɑmbɑɳ	response
68	67	50	rainbow	Par Bhi	2	1	bɑɳ		Par Bhi 2 bɑɳ	response
68	67	50	rainbow	Malvi	1	1	d̪ʌnuʃbɑɳ		Malvi 1 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	Malvi	2	2	d̪ʌnuʃbɑɳ		2 d̪ʌnuʃbɑɳ	response
68	67	50	rainbow	Hindi	1	1	ɪnd̪ɾɑdʱ̪ənuʂ		Hindi 1 ɪnd̪ɾɑdʱ̪ənuʂ	response
68	67	50	rainbow	Gujarati	1	1	meⁱgʱ-dʱ̪ɑnuʃɑ		Gujarati 1 meⁱgʱ-dʱ̪ɑnuʃɑ	response
68	67	50	rainbow	Marathi	1	1	ɪnd̪ɾʌ-d̪ʱʌnuʂʌ		Marathi 1 ɪnd̪ɾʌ-d̪ʱʌnuʂʌ	response
68	67	51	wind	N-Son-Bal	1	1	hʌwʌ		N-Son-Bal 1 hʌwʌ	response
68	67	51	wind	N-Son-Pat	1	1	hʌwʌ		N-Son-Pat 1 hʌwʌ	response
68	67	51	wind	N-Bal-Br	3	1	pəvən		N-Bal-Br 3 pəvən	response
68	67	51	wind	N-Bal-Br	4	2	vʌhaɭ		4 vʌhaɭ	response
68	67	51	wind	N-Jaj-OBC	1	1	hʌvʌ		N-Jaj-OBC 1 hʌvʌ	response
68	67	51	wind	N-Bhi-Bhi	1	1	hɑvɑ		N-Bhi-Bhi 1 hɑvɑ	response
68	67	51	wind	N-Dhar-Bhi	1	1	hʌʋɑ		N-Dhar-Bhi 1 hʌʋɑ	response
68	67	51	wind	N-Khj-Bhi	1	1	hʌʋɑ		N-Khj-Bhi 1 hʌʋɑ	response
68	67	51	wind	N-Mah-Bhi	1	1	hʌʋɑ		N-Mah-Bhi 1 hʌʋɑ	response
68	67	51	wind	N-Rup-Br	1	1	hʌʋɑ		N-Rup-Br 1 hʌʋɑ	response
68	67	51	wind	N-Khr-Gen	1	1	hɑvɑ		N-Khr-Gen 1 hɑvɑ	response
68	67	51	wind	N-Awl-Bal	1	1	hɑvɑ		N-Awl-Bal 1 hɑvɑ	response
68	67	51	wind	N-Sir-OBC	5	1	vɑɾgo		N-Sir-OBC 5 vɑɾgo	response
68	67	51	wind	N-Kup-Dar	1	1	hʌvʌⁱ		N-Kup-Dar 1 hʌvʌⁱ	response
68	67	51	wind	Par Bhi	4	1	vahɭᵊ		Par Bhi 4 vahɭᵊ	response
68	67	51	wind	Malvi	2	1	vɑjɪɾo		Malvi 2 vɑjɪɾo	response
68	67	51	wind	Hindi	1	1	həvɑ		Hindi 1 həvɑ	response
68	67	51	wind	Gujarati	1	1	hɑvɑr		Gujarati 1 hɑvɑr	response
68	67	51	wind	Gujarati	2	2	wɑiro		2 wɑiro	response
68	67	51	wind	Gujarati	3	3	pəvən		3 pəvən	response
68	67	51	wind	Marathi	2	1	wɑɾɑ		Marathi 2 wɑɾɑ	response
68	67	52	stone	N-Son-Bal	3	1	d̪ʌgəɖʌ		N-Son-Bal 3 d̪ʌgəɖʌ	response
68	67	52	stone	N-Son-Pat	3	1	d̪ʌgəɖɔ		N-Son-Pat 3 d̪ʌgəɖɔ	response
68	67	52	stone	N-Bal-Br	3	1	d̪ʌggʌɖ		N-Bal-Br 3 d̪ʌggʌɖ	response
68	67	52	stone	N-Jaj-OBC	3	1	d̪ʌgəɖɔ		N-Jaj-OBC 3 d̪ʌgəɖɔ	response
68	67	52	stone	N-Bhi-Bhi	3	1	d̪ɑgɖɑ		N-Bhi-Bhi 3 d̪ɑgɖɑ	response
68	67	52	stone	N-Dhar-Bhi	3	1	d̪ʌggʌɖ		N-Dhar-Bhi 3 d̪ʌggʌɖ	response
68	67	52	stone	N-Khj-Bhi	3	1	d̪ɑgɖɑ		N-Khj-Bhi 3 d̪ɑgɖɑ	response
68	67	52	stone	N-Mah-Bhi	3	1	d̪ʌggʌɖ		N-Mah-Bhi 3 d̪ʌggʌɖ	response
68	67	52	stone	N-Rup-Br	3	1	d̪ʌgeɖo		N-Rup-Br 3 d̪ʌgeɖo	response
68	67	52	stone	N-Khr-Gen	3	1	d̪ɑgɖɑ		N-Khr-Gen 3 d̪ɑgɖɑ	response
68	67	52	stone	N-Awl-Bal	3	1	d̪ʌgeɖo		N-Awl-Bal 3 d̪ʌgeɖo	response
68	67	52	stone	N-Sir-OBC	3	1	d̪ʌgeɖo		N-Sir-OBC 3 d̪ʌgeɖo	response
68	67	52	stone	N-Kup-Dar	3	1	d̪ʌgəɖo		N-Kup-Dar 3 d̪ʌgəɖo	response
68	67	52	stone	Par Bhi	3	1	d̪ɛgʌɖa		Par Bhi 3 d̪ɛgʌɖa	response
68	67	52	stone	Malvi	2	1	bʱɑʈo		Malvi 2 bʱɑʈo	response
68	67	52	stone	Hindi	1	1	pətt̪ʰ̪əɾ		Hindi 1 pətt̪ʰ̪əɾ	response
68	67	52	stone	Gujarati	1	1	pətt̪ʰ̪əɾ		Gujarati 1 pətt̪ʰ̪əɾ	response
68	67	52	stone	Marathi	3	1	d̪ʌgʌɖ		Marathi 3 d̪ʌgʌɖ	response
68	67	53	path	N-Son-Bal	1	1	ɾʌsto̪		N-Son-Bal 1 ɾʌsto̪	response
68	67	53	path	N-Son-Pat	1	1	ɾʌsto̪		N-Son-Pat 1 ɾʌsto̪	response
68	67	53	path	N-Bal-Br	1	1	ɾɑsto̪		N-Bal-Br 1 ɾɑsto̪	response
68	67	53	path	N-Bal-Br	2	2	vɑʈ		2 vɑʈ	response
68	67	53	path	N-Jaj-OBC	1	1	ɾʌstɔ̪		N-Jaj-OBC 1 ɾʌstɔ̪	response
68	67	53	path	N-Bhi-Bhi	1	1	ɾʌsto̪		N-Bhi-Bhi 1 ɾʌsto̪	response
68	67	53	path	N-Dhar-Bhi	2	1	vɑʈʰ		N-Dhar-Bhi 2 vɑʈʰ	response
68	67	53	path	N-Khj-Bhi	2	1	vɑʈ		N-Khj-Bhi 2 vɑʈ	response
68	67	53	path	N-Mah-Bhi	1	1	ɾɑstɔ̪		N-Mah-Bhi 1 ɾɑstɔ̪	response
68	67	53	path	N-Rup-Br	1	1	ɾɑsto̪		N-Rup-Br 1 ɾɑsto̪	response
68	67	53	path	N-Khr-Gen	1	1	ɾɑstɔ̪		N-Khr-Gen 1 ɾɑstɔ̪	response
68	67	53	path	N-Awl-Bal	1	1	ɾɑstɔ̪		N-Awl-Bal 1 ɾɑstɔ̪	response
68	67	53	path	N-Sir-OBC	4	1	pʌgɖʌnɖi		N-Sir-OBC 4 pʌgɖʌnɖi	response
68	67	53	path	N-Kup-Dar	1	1	ɾʌsto̪		N-Kup-Dar 1 ɾʌsto̪	response
68	67	53	path	Par Bhi	2	1	vɑʈʰ		Par Bhi 2 vɑʈʰ	response
68	67	53	path	Malvi	2	1	bɑʈ		Malvi 2 bɑʈ	response
68	67	53	path	Hindi	1	1	ɾɑstɑ̪		Hindi 1 ɾɑstɑ̪	response
68	67	53	path	Gujarati	1	1	ɾəsto̪		Gujarati 1 ɾəsto̪	response
68	67	53	path	Gujarati	2	2	wɑʈ		2 wɑʈ	response
68	67	53	path	Gujarati	3	3	keɖi		3 keɖi	response
68	67	53	path	Marathi	1	1	ɾʌstɑ̪		Marathi 1 ɾʌstɑ̪	response
68	67	53	path	Marathi	2	2	pɑⁱwɑʈ		2 pɑⁱwɑʈ	response
69	68	54	sand	N-Son-Bal	1	1	ɾet̪		N-Son-Bal 1 ɾet̪	response
69	68	54	sand	N-Son-Pat	1	1	ɾet̪		N-Son-Pat 1 ɾet̪	response
69	68	54	sand	N-Bal-Br	1	1	ɾet̪		N-Bal-Br 1 ɾet̪	response
69	68	54	sand	N-Bal-Br	2	2	vɑɭu		2 vɑɭu	response
69	68	54	sand	N-Jaj-OBC	2	1	bɑlu		N-Jaj-OBC 2 bɑlu	response
69	68	54	sand	N-Bhi-Bhi	1	1	ɾet̪		N-Bhi-Bhi 1 ɾet̪	response
69	68	54	sand	N-Dhar-Bhi	1	1	ɾet̪		N-Dhar-Bhi 1 ɾet̪	response
69	68	54	sand	N-Khj-Bhi	1	1	ɾetu̪		N-Khj-Bhi 1 ɾetu̪	response
69	68	54	sand	N-Mah-Bhi	1	1	ɾet̪		N-Mah-Bhi 1 ɾet̪	response
69	68	54	sand	N-Rup-Br	1	1	ɾet̪		N-Rup-Br 1 ɾet̪	response
69	68	54	sand	N-Khr-Gen	1	1	ɾet̪		N-Khr-Gen 1 ɾet̪	response
69	68	54	sand	N-Awl-Bal	1	1	ɾet̪		N-Awl-Bal 1 ɾet̪	response
69	68	54	sand	N-Sir-OBC	1	1	ɾet̪		N-Sir-OBC 1 ɾet̪	response
69	68	54	sand	N-Kup-Dar	1	1	ɾeti̪		N-Kup-Dar 1 ɾeti̪	response
69	68	54	sand	Par Bhi	1	1	ɾetɭ̪u		Par Bhi 1 ɾetɭ̪u	response
69	68	54	sand	Malvi	1	1	ɾeti̪		Malvi 1 ɾeti̪	response
69	68	54	sand	Hindi	1	1	ɾɛti̪		Hindi 1 ɾɛti̪	response
69	68	54	sand	Hindi	2	2	bɑlu		2 bɑlu	response
69	68	54	sand	Gujarati	1	1	ɾɛti̪		Gujarati 1 ɾɛti̪	response
69	68	54	sand	Marathi	1	1	ɾeti̪		Marathi 1 ɾeti̪	response
69	68	54	sand	Marathi	2	2	wɑɭu		2 wɑɭu	response
69	68	55	fire	N-Son-Bal	1	1	ɑg		N-Son-Bal 1 ɑg	response
69	68	55	fire	N-Son-Bal	6	2	ʌŋgɑɾ		6 ʌŋgɑɾ	response
69	68	55	fire	N-Son-Pat	6	1	ʌŋgɑr		N-Son-Pat 6 ʌŋgɑr	response
69	68	55	fire	N-Bal-Br	1	1	ɑg		N-Bal-Br 1 ɑg	response
69	68	55	fire	N-Bal-Br	6	2	ʌŋgɑɾ		6 ʌŋgɑɾ	response
69	68	55	fire	N-Jaj-OBC	5	1	ɑkʈi		N-Jaj-OBC 5 ɑkʈi	response
69	68	55	fire	N-Bhi-Bhi	5	1	ɑkʈi		N-Bhi-Bhi 5 ɑkʈi	response
69	68	55	fire	N-Dhar-Bhi	1	1	ɑg		N-Dhar-Bhi 1 ɑg	response
69	68	55	fire	N-Khj-Bhi	2	1	lɑj		N-Khj-Bhi 2 lɑj	response
69	68	55	fire	N-Mah-Bhi	1	1	ɑg		N-Mah-Bhi 1 ɑg	response
69	68	55	fire	N-Rup-Br	1	1	ɑg		N-Rup-Br 1 ɑg	response
69	68	55	fire	N-Khr-Gen	1	1	ɑg		N-Khr-Gen 1 ɑg	response
69	68	55	fire	N-Awl-Bal	6	1	ʌŋgɑr		N-Awl-Bal 6 ʌŋgɑr	response
69	68	55	fire	N-Sir-OBC	6	1	ʌŋgɑɾ		N-Sir-OBC 6 ʌŋgɑɾ	response
69	68	55	fire	N-Kup-Dar	1	1	ɑg		N-Kup-Dar 1 ɑg	response
69	68	55	fire	Par Bhi	5	1	akʰʈi		Par Bhi 5 akʰʈi	response
69	68	55	fire	Malvi	2	1	lɑj		Malvi 2 lɑj	response
69	68	55	fire	Hindi	1	1	ɑg		Hindi 1 ɑg	response
69	68	55	fire	Gujarati	1	1	ɑg		Gujarati 1 ɑg	response
69	68	55	fire	Gujarati	4	2	əgni		4 əgni	response
69	68	55	fire	Marathi	1	1	ɑg		Marathi 1 ɑg	response
69	68	55	fire	Marathi	3	2	wisto̪		3 wisto̪	response
69	68	55	fire	Marathi	4	3	ɑgni		4 ɑgni	response
69	68	56	smoke	N-Son-Bal	2	1	d̪ʊkkʌɭə		N-Son-Bal 2 d̪ʊkkʌɭə	response
69	68	56	smoke	N-Son-Pat	2	1	d̪ʱukkʌɭ		N-Son-Pat 2 d̪ʱukkʌɭ	response
69	68	56	smoke	N-Bal-Br	1	1	dʱ̪ʊõ		N-Bal-Br 1 dʱ̪ʊõ	response
69	68	56	smoke	N-Bal-Br	2	2	d̪ʊkkʌɭə		2 d̪ʊkkʌɭə	response
69	68	56	smoke	N-Jaj-OBC	2	1	d̪ʱukkʌɭ		N-Jaj-OBC 2 d̪ʱukkʌɭ	response
69	68	56	smoke	N-Bhi-Bhi	2	1	d̪ukkəɭo		N-Bhi-Bhi 2 d̪ukkəɭo	response
69	68	56	smoke	N-Dhar-Bhi	2	1	d̪ʰʊkːʌɭ		N-Dhar-Bhi 2 d̪ʰʊkːʌɭ	response
69	68	56	smoke	N-Khj-Bhi	2	1	d̪ʰʊkːʌɭ		N-Khj-Bhi 2 d̪ʰʊkːʌɭ	response
69	68	56	smoke	N-Mah-Bhi	3	1	dʱ̪uvɑɖɑ		N-Mah-Bhi 3 dʱ̪uvɑɖɑ	response
69	68	56	smoke	N-Rup-Br	1	1	d̪uo		N-Rup-Br 1 d̪uo	response
69	68	56	smoke	N-Khr-Gen	1	1	dʱ̪uɑ		N-Khr-Gen 1 dʱ̪uɑ	response
69	68	56	smoke	N-Awl-Bal	2	1	d̪ʊkkʌɭə		N-Awl-Bal 2 d̪ʊkkʌɭə	response
69	68	56	smoke	N-Sir-OBC	2	1	d̪ʰʊkːʌɭ		N-Sir-OBC 2 d̪ʰʊkːʌɭ	response
69	68	56	smoke	N-Kup-Dar	2	1	d̪ʱʊkkʌl		N-Kup-Dar 2 d̪ʱʊkkʌl	response
69	68	56	smoke	Par Bhi	2	1	d̪ʰʊkːʌɭ		Par Bhi 2 d̪ʰʊkːʌɭ	response
69	68	56	smoke	Malvi	1	1	dʱ̪ʊ̃		Malvi 1 dʱ̪ʊ̃	response
69	68	56	smoke	Hindi	1	1	dʱ̪uɑ̃		Hindi 1 dʱ̪uɑ̃	response
69	68	56	smoke	Gujarati	3	1	dʱ̪umaɖo		Gujarati 3 dʱ̪umaɖo	response
69	68	56	smoke	Marathi	1	1	dʱ̪uɾ		Marathi 1 dʱ̪uɾ	response
69	68	57	ash	N-Son-Bal	1	1	ɾʌkʰɔɖi		N-Son-Bal 1 ɾʌkʰɔɖi	response
69	68	57	ash	N-Son-Pat	1	1	ɾʌkʰɔɖo		N-Son-Pat 1 ɾʌkʰɔɖo	response
69	68	57	ash	N-Bal-Br	1	1	ɾʌkʰoɖi		N-Bal-Br 1 ɾʌkʰoɖi	response
69	68	57	ash	N-Bal-Br	1	2	ɾʌkʰɔɖi		1 ɾʌkʰɔɖi	response
69	68	57	ash	N-Jaj-OBC	1	1	ɾʌkʰəɖɔ		N-Jaj-OBC 1 ɾʌkʰəɖɔ	response
69	68	57	ash	N-Bhi-Bhi	1	1	ɾɑkoɖɑ		N-Bhi-Bhi 1 ɾɑkoɖɑ	response
69	68	57	ash	N-Dhar-Bhi	1	1	ɾɑkoɖɑ		N-Dhar-Bhi 1 ɾɑkoɖɑ	response
69	68	57	ash	N-Khj-Bhi	1	1	ɾɑkoɖɑ		N-Khj-Bhi 1 ɾɑkoɖɑ	response
69	68	57	ash	N-Mah-Bhi	1	1	ɾɑkʰɔɖi		N-Mah-Bhi 1 ɾɑkʰɔɖi	response
69	68	57	ash	N-Rup-Br	1	1	ɾʌkʰoɖi		N-Rup-Br 1 ɾʌkʰoɖi	response
69	68	57	ash	N-Khr-Gen	1	1	ɾɑkʰɔɖi		N-Khr-Gen 1 ɾɑkʰɔɖi	response
69	68	57	ash	N-Awl-Bal	1	1	ɾɑkʰoɖɪ		N-Awl-Bal 1 ɾɑkʰoɖɪ	response
69	68	57	ash	N-Sir-OBC	1	1	ɾɑkʰ		N-Sir-OBC 1 ɾɑkʰ	response
69	68	57	ash	N-Kup-Dar	1	1	ɾʌkʰoɖi		N-Kup-Dar 1 ɾʌkʰoɖi	response
69	68	57	ash	Par Bhi	1	1	ɾokʰʊɖʊ		Par Bhi 1 ɾokʰʊɖʊ	response
69	68	57	ash	Malvi	1	1	ɾɑkʰoɖɪ		Malvi 1 ɾɑkʰoɖɪ	response
69	68	57	ash	Hindi	1	1	ɾɑkʰ		Hindi 1 ɾɑkʰ	response
69	68	57	ash	Gujarati	1	1	ɾɑkʰ		Gujarati 1 ɾɑkʰ	response
69	68	57	ash	Gujarati	1	2	ɾəkʰjɑ		1 ɾəkʰjɑ	response
69	68	57	ash	Marathi	1	1	ɾɑkʰʌ		Marathi 1 ɾɑkʰʌ	response
70	69	58	mud	N-Son-Bal	4	1	gɑɾo		N-Son-Bal 4 gɑɾo	response
70	69	58	mud	N-Son-Pat	1	1	kitʃʌɖ		N-Son-Pat 1 kitʃʌɖ	response
70	69	58	mud	N-Son-Pat	4	2	gaɾɔ		4 gaɾɔ	response
70	69	58	mud	N-Bal-Br	1	1	kitʃɑɖ		N-Bal-Br 1 kitʃɑɖ	response
70	69	58	mud	N-Bal-Br	1	2	kitʃtʃʌɖ		1 kitʃtʃʌɖ	response
70	69	58	mud	N-Jaj-OBC	1	1	kitʃtʃʌɖ		N-Jaj-OBC 1 kitʃtʃʌɖ	response
70	69	58	mud	N-Bhi-Bhi	1	1	kitʃʌɖ		N-Bhi-Bhi 1 kitʃʌɖ	response
70	69	58	mud	N-Dhar-Bhi	1	1	kitʃtʃʌɖ		N-Dhar-Bhi 1 kitʃtʃʌɖ	response
70	69	58	mud	N-Khj-Bhi	4	1	gɑɾo		N-Khj-Bhi 4 gɑɾo	response
70	69	58	mud	N-Mah-Bhi	1	1	kitʃʌɖ		N-Mah-Bhi 1 kitʃʌɖ	response
70	69	58	mud	N-Rup-Br	1	1	kitʃʌɖ		N-Rup-Br 1 kitʃʌɖ	response
70	69	58	mud	N-Rup-Br	4	2	gɑɾo		4 gɑɾo	response
70	69	58	mud	N-Khr-Gen	1	1	kitʃɑɖ		N-Khr-Gen 1 kitʃɑɖ	response
70	69	58	mud	N-Awl-Bal	1	1	kitʃɑɖ		N-Awl-Bal 1 kitʃɑɖ	response
70	69	58	mud	N-Sir-OBC	4	1	gɑɾo		N-Sir-OBC 4 gɑɾo	response
70	69	58	mud	N-Kup-Dar	4	1	gʌɾʌ		N-Kup-Dar 4 gʌɾʌ	response
70	69	58	mud	Par Bhi	2	1	kɑd̪ɛuɖo		Par Bhi 2 kɑd̪ɛuɖo	response
70	69	58	mud	Malvi	1	1	kitʃəɖ		Malvi 1 kitʃəɖ	response
70	69	58	mud	Hindi	1	1	kitʃəɖ		Hindi 1 kitʃəɖ	response
70	69	58	mud	Gujarati	1	1	kitʃɑɖ		Gujarati 1 kitʃɑɖ	response
70	69	58	mud	Gujarati	2	2	kɑd̪		2 kɑd̪	response
70	69	58	mud	Gujarati	2	3	kɑd̪əv		2 kɑd̪əv	response
70	69	58	mud	Marathi	3	1	tʃikʰʌɭ		Marathi 3 tʃikʰʌɭ	response
70	69	59	dust	N-Son-Bal	1	1	d̪ʰuɭo		N-Son-Bal 1 d̪ʰuɭo	response
70	69	59	dust	N-Son-Pat	1	1	d̪ʰuɭo		N-Son-Pat 1 d̪ʰuɭo	response
70	69	59	dust	N-Bal-Br	1	1	d̪ʰuɭo		N-Bal-Br 1 d̪ʰuɭo	response
70	69	59	dust	N-Jaj-OBC	1	1	dʱ̪uɭo		N-Jaj-OBC 1 dʱ̪uɭo	response
70	69	59	dust	N-Bhi-Bhi	1	1	d̪ʰuɭo		N-Bhi-Bhi 1 d̪ʰuɭo	response
70	69	59	dust	N-Dhar-Bhi	1	1	dʱ̪uɭɑ		N-Dhar-Bhi 1 dʱ̪uɭɑ	response
70	69	59	dust	N-Khj-Bhi	1	1	d̪ʰuɭɭo		N-Khj-Bhi 1 d̪ʰuɭɭo	response
70	69	59	dust	N-Mah-Bhi	1	1	dʱ̪uɭɑ		N-Mah-Bhi 1 dʱ̪uɭɑ	response
70	69	59	dust	N-Rup-Br	1	1	dʱ̪uɭ		N-Rup-Br 1 dʱ̪uɭ	response
70	69	59	dust	N-Khr-Gen	1	1	dʱ̪uɭɑ		N-Khr-Gen 1 dʱ̪uɭɑ	response
70	69	59	dust	N-Awl-Bal	1	1	dʱ̪uɭ		N-Awl-Bal 1 dʱ̪uɭ	response
70	69	59	dust	N-Sir-OBC	1	1	d̪ʰuɭɭo		N-Sir-OBC 1 d̪ʰuɭɭo	response
70	69	59	dust	N-Kup-Dar	3	1	mɑʈːi		N-Kup-Dar 3 mɑʈːi	response
70	69	59	dust	Par Bhi	1	1	d̪ʰuɭu		Par Bhi 1 d̪ʰuɭu	response
70	69	59	dust	Malvi	1	1	dʱ̪uɭo		Malvi 1 dʱ̪uɭo	response
70	69	59	dust	Hindi	1	1	dʱ̪ul		Hindi 1 dʱ̪ul	response
70	69	59	dust	Gujarati	1	1	dʱ̪ul		Gujarati 1 dʱ̪ul	response
70	69	59	dust	Marathi	1	1	dʱ̪uɭ		Marathi 1 dʱ̪uɭ	response
70	69	59	dust	Marathi	2	2	pʰopʌʈɑ		2 pʰopʌʈɑ	response
70	69	60	gold	N-Son-Bal	1	1	sonu		N-Son-Bal 1 sonu	response
70	69	60	gold	N-Son-Pat	1	1	sono		N-Son-Pat 1 sono	response
70	69	60	gold	N-Bal-Br	1	1	soɳo		N-Bal-Br 1 soɳo	response
70	69	60	gold	N-Jaj-OBC	1	1	sɔnu		N-Jaj-OBC 1 sɔnu	response
70	69	60	gold	N-Bhi-Bhi	1	1	sonũ		N-Bhi-Bhi 1 sonũ	response
70	69	60	gold	N-Dhar-Bhi	1	1	sonɑ		N-Dhar-Bhi 1 sonɑ	response
70	69	60	gold	N-Khj-Bhi	1	1	sonnu		N-Khj-Bhi 1 sonnu	response
70	69	60	gold	N-Mah-Bhi	1	1	sonnu		N-Mah-Bhi 1 sonnu	response
70	69	60	gold	N-Rup-Br	1	1	soɳo		N-Rup-Br 1 soɳo	response
70	69	60	gold	N-Khr-Gen	1	1	sonɑ		N-Khr-Gen 1 sonɑ	response
70	69	60	gold	N-Awl-Bal	1	1	sonno		N-Awl-Bal 1 sonno	response
70	69	60	gold	N-Sir-OBC	1	1	sʊnno		N-Sir-OBC 1 sʊnno	response
70	69	60	gold	N-Kup-Dar	1	1	soɳo		N-Kup-Dar 1 soɳo	response
70	69	60	gold	Par Bhi	1	1	sonɑ		Par Bhi 1 sonɑ	response
70	69	60	gold	Malvi	1	1	sʊnno		Malvi 1 sʊnno	response
70	69	60	gold	Hindi	1	1	sonɑ		Hindi 1 sonɑ	response
70	69	60	gold	Gujarati	1	1	sonũ		Gujarati 1 sonũ	response
70	69	60	gold	Marathi	1	1	sone		Marathi 1 sone	response
70	69	61	tree	N-Son-Bal	2	1	dʒɑɖə		N-Son-Bal 2 dʒɑɖə	response
70	69	61	tree	N-Son-Pat	2	1	dʒʱɑɖə		N-Son-Pat 2 dʒʱɑɖə	response
70	69	61	tree	N-Bal-Br	2	1	dʒʰɑɖ		N-Bal-Br 2 dʒʰɑɖ	response
70	69	61	tree	N-Jaj-OBC	2	1	dʒʱɑɖ		N-Jaj-OBC 2 dʒʱɑɖ	response
70	69	61	tree	N-Bhi-Bhi	2	1	dʒʌɖəkʌ		N-Bhi-Bhi 2 dʒʌɖəkʌ	response
70	69	61	tree	N-Bhi-Bhi	3	2	potʌ̪		3 potʌ̪	response
70	69	61	tree	N-Dhar-Bhi	2	1	dʒʰɑɖ		N-Dhar-Bhi 2 dʒʰɑɖ	response
70	69	61	tree	N-Khj-Bhi	2	1	dʒʰɑɖ		N-Khj-Bhi 2 dʒʰɑɖ	response
70	69	61	tree	N-Mah-Bhi	2	1	dʒʱʌdkɔ		N-Mah-Bhi 2 dʒʱʌdkɔ	response
70	69	61	tree	N-Rup-Br	2	1	dʒʰɑɖ		N-Rup-Br 2 dʒʰɑɖ	response
70	69	61	tree	N-Khr-Gen	2	1	dʒʱɑɖ		N-Khr-Gen 2 dʒʱɑɖ	response
70	69	61	tree	N-Awl-Bal	2	1	dʒɑɖ		N-Awl-Bal 2 dʒɑɖ	response
70	69	61	tree	N-Sir-OBC	2	1	dʒɑɖ		N-Sir-OBC 2 dʒɑɖ	response
70	69	61	tree	N-Kup-Dar	2	1	dʒʱɑɖ		N-Kup-Dar 2 dʒʱɑɖ	response
70	69	61	tree	Par Bhi	2	1	dʒʱɑɖko		Par Bhi 2 dʒʱɑɖko	response
70	69	61	tree	Malvi	2	1	dʒʱɑɖ		Malvi 2 dʒʱɑɖ	response
70	69	61	tree	Hindi	1	1	pɛɖ		Hindi 1 pɛɖ	response
70	69	61	tree	Gujarati	2	1	dʒɑɖ		Gujarati 2 dʒɑɖ	response
70	69	61	tree	Marathi	2	1	dzʱɑɖ		Marathi 2 dzʱɑɖ	response
70	69	62	leaf	N-Son-Bal	3	1	pɑɳʈʌ		N-Son-Bal 3 pɑɳʈʌ	response
70	69	62	leaf	N-Son-Pat	3	1	pɑɳʈɔ		N-Son-Pat 3 pɑɳʈɔ	response
70	69	62	leaf	N-Bal-Br	3	1	pɑnʈɑ		N-Bal-Br 3 pɑnʈɑ	response
70	69	62	leaf	N-Jaj-OBC	3	1	pɑnʈɑ		N-Jaj-OBC 3 pɑnʈɑ	response
70	69	62	leaf	N-Bhi-Bhi	3	1	pɑɳʈʌ		N-Bhi-Bhi 3 pɑɳʈʌ	response
70	69	62	leaf	N-Dhar-Bhi	3	1	pɑnʈe		N-Dhar-Bhi 3 pɑnʈe	response
70	69	62	leaf	N-Khj-Bhi	3	1	pɑnʈɑ		N-Khj-Bhi 3 pɑnʈɑ	response
70	69	62	leaf	N-Mah-Bhi	1	1	pətt̪i̪		N-Mah-Bhi 1 pətt̪i̪	response
70	69	62	leaf	N-Mah-Bhi	4	2	pɑlɑ		4 pɑlɑ	response
70	69	62	leaf	N-Rup-Br	4	1	pɑlo		N-Rup-Br 4 pɑlo	response
70	69	62	leaf	N-Khr-Gen	1	1	pɑtt̪ɔ̪		N-Khr-Gen 1 pɑtt̪ɔ̪	response
70	69	62	leaf	N-Awl-Bal	1	1	pətt̪i̪		N-Awl-Bal 1 pətt̪i̪	response
70	69	62	leaf	N-Sir-OBC	3	1	pɑnto̪		N-Sir-OBC 3 pɑnto̪	response
70	69	62	leaf	N-Kup-Dar	3	1	pɑɳʈʌ		N-Kup-Dar 3 pɑɳʈʌ	response
70	69	62	leaf	Par Bhi	4	1	pɑlo		Par Bhi 4 pɑlo	response
70	69	62	leaf	Malvi	2	1	kɑ̃ʈoj		Malvi 2 kɑ̃ʈoj	response
70	69	62	leaf	Hindi	1	1	pətt̪i̪		Hindi 1 pətt̪i̪	response
70	69	62	leaf	Gujarati	3	1	pɑnd̪əɖũ		Gujarati 3 pɑnd̪əɖũ	response
70	69	62	leaf	Marathi	3	1	pɑn		Marathi 3 pɑn	response
