Item	Gloss	Source_Code	Source_Label	Site_Name	Role	Response	Similarity_Group	Form	PDF_Page	Printed_Page
57	ash	N	Nagpuriya	Nagpuriya	comparison control	1	2	tʃaɾu	49	49
57	ash	N	Nagpuriya	Nagpuriya	comparison control	2	4	tʃaɾu	49	49
57	ash	G	Sirmauri	Sirmauri	comparison control	1	3	khe	49	49
58	mud	K	Jaunsari-Korwa	Korwa	target	1	1	gɔtʃaɖ	49	49
58	mud	D	Jaunsari-Khanaad	Khanaad	target	1	2	hil	49	49
58	mud	C	Jaunsari-Chapnu	Chapnu	target	1	1	kitʃɐɖ	49	49
58	mud	C	Jaunsari-Chapnu	Chapnu	target	2	3	kitʃɐɖ	49	49
58	mud	B	Jaunsari-Bhandroli	Bhandroli	target	1	4	gaɾ	49	49
58	mud	M	MixedJB-Maindrath	Maindrath	target	1	4	gaɾ	49	49
58	mud	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	2	hil	49	49
58	mud	A	Jaunsari-Chakratha	Chakrata	target	1	3	kɪtʃəɾ	49	49
58	mud	h	Hindi	Hindi	comparison control	1	1	kitʃəɖ	49	49
58	mud	h	Hindi	Hindi	comparison control	2	3	kitʃəɖ	49	49
58	mud	S	Bangani	Bangani	comparison control	1	1	kitʃəɽ	49	49
58	mud	S	Bangani	Bangani	comparison control	2	3	kitʃəɽ	49	49
58	mud	J	Jaunpuri	Jaunpuri	comparison control	1	2	hilu	49	49
58	mud	N	Nagpuriya	Nagpuriya	comparison control	1	3	kɪtʃəɾ	49	49
58	mud	G	Sirmauri	Sirmauri	comparison control	1	4	gaɽ	49	49
59	dust	K	Jaunsari-Korwa	Korwa	target	1	1	d̪ɦul	49	49
59	dust	D	Jaunsari-Khanaad	Khanaad	target	1	2	khe	49	49
59	dust	C	Jaunsari-Chapnu	Chapnu	target	1	1	d̪ɦuli	49	49
59	dust	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	d̪ɦuɭ	49	49
59	dust	B	Jaunsari-Bhandroli	Bhandroli	target	2	3	d̪ɦuɖ	49	49
59	dust	M	MixedJB-Maindrath	Maindrath	target	1	3	d̪ɦuɖau	49	49
59	dust	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	d̪ɦul	49	49
59	dust	A	Jaunsari-Chakratha	Chakrata	target	1	2	ke	49	49
59	dust	h	Hindi	Hindi	comparison control	1	1	d̪ɦul	49	49
59	dust	S	Bangani	Bangani	comparison control	1	1	d̪ɦul	49	49
59	dust	J	Jaunpuri	Jaunpuri	comparison control	1	1	d̪ɦul	49	49
59	dust	N	Nagpuriya	Nagpuriya	comparison control	1	1	d̪ɦul̪u	49	49
59	dust	G	Sirmauri	Sirmauri	comparison control	1	1	dɦul	49	49
60	gold	K	Jaunsari-Korwa	Korwa	target	1	1	sonɐ	49	49
60	gold	D	Jaunsari-Khanaad	Khanaad	target	1	1	sonɐ	49	49
60	gold	C	Jaunsari-Chapnu	Chapnu	target	1	1	sunu	49	49
60	gold	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	suno	49	49
60	gold	M	MixedJB-Maindrath	Maindrath	target	1	1	sunɐ	49	49
60	gold	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	sonɐ	49	49
60	gold	A	Jaunsari-Chakratha	Chakrata	target	1	1	sunu	49	49
60	gold	h	Hindi	Hindi	comparison control	1	1	sonɐ	49	49
60	gold	S	Bangani	Bangani	comparison control	1	1	sona	49	49
60	gold	J	Jaunpuri	Jaunpuri	comparison control	1	1	sonu	49	49
60	gold	N	Nagpuriya	Nagpuriya	comparison control	1	1	soɳu	49	49
60	gold	G	Sirmauri	Sirmauri	comparison control	1	1	sunu	49	49
61	tree	K	Jaunsari-Korwa	Korwa	target	1	3	buʈ	49	49
61	tree	D	Jaunsari-Khanaad	Khanaad	target	1	3	buʈ	49	49
61	tree	C	Jaunsari-Chapnu	Chapnu	target	1	4	ɖa	49	49
61	tree	B	Jaunsari-Bhandroli	Bhandroli	target	1	3	buʈ	49	49
61	tree	M	MixedJB-Maindrath	Maindrath	target	1	3	buʈ	49	49
61	tree	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	buʈ	49	49
61	tree	A	Jaunsari-Chakratha	Chakrata	target	1	3	buʈ	49	49
61	tree	h	Hindi	Hindi	comparison control	1	1	peɖ	49	49
61	tree	S	Bangani	Bangani	comparison control	1	1	peɽ	49	49
61	tree	J	Jaunpuri	Jaunpuri	comparison control	1	2	ɖal	49	49
61	tree	N	Nagpuriya	Nagpuriya	comparison control	1	2	ɖal̪a	49	49
61	tree	G	Sirmauri	Sirmauri	comparison control	1	5	pɔdːe	49	49
62	leaf	K	Jaunsari-Korwa	Korwa	target	1	2	labui	50	50
62	leaf	D	Jaunsari-Khanaad	Khanaad	target	1	2	labu	50	50
62	leaf	C	Jaunsari-Chapnu	Chapnu	target	1	2	labu	50	50
62	leaf	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	labu	50	50
62	leaf	M	MixedJB-Maindrath	Maindrath	target	1	2	labu	50	50
62	leaf	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	2	labo	50	50
62	leaf	A	Jaunsari-Chakratha	Chakrata	target	1	2	labu	50	50
62	leaf	h	Hindi	Hindi	comparison control	1	1	pət̪t̪ɐ	50	50
62	leaf	S	Bangani	Bangani	comparison control	1	1	pət̪t̪ɐ	50	50
62	leaf	J	Jaunpuri	Jaunpuri	comparison control	1	1	paːt̪h	50	50
62	leaf	N	Nagpuriya	Nagpuriya	comparison control	1	3	pət̪hələ	50	50
62	leaf	G	Sirmauri	Sirmauri	comparison control	1	4	patʃi	50	50
63	root	K	Jaunsari-Korwa	Korwa	target	1	1	dʒɐɖə	50	50
63	root	D	Jaunsari-Khanaad	Khanaad	target	1	1	dʒʌɖ	50	50
63	root	C	Jaunsari-Chapnu	Chapnu	target	1	1	dʒɐɖə	50	50
63	root	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	dʒoɖɪjɐ	50	50
63	root	M	MixedJB-Maindrath	Maindrath	target	1	1	dʒɐɖə	50	50
63	root	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	dʒʌɖ	50	50
63	root	A	Jaunsari-Chakratha	Chakrata	target	1	1	dʒəɽ	50	50
63	root	h	Hindi	Hindi	comparison control	1	1	dʒʌɖ	50	50
63	root	S	Bangani	Bangani	comparison control	1	1	dʒəɽ	50	50
63	root	J	Jaunpuri	Jaunpuri	comparison control	1	1	dʒəɽ	50	50
63	root	N	Nagpuriya	Nagpuriya	comparison control	1	1	dʒoɽu	50	50
63	root	G	Sirmauri	Sirmauri	comparison control	1	1	dʒoɽ	50	50
64	thorn	K	Jaunsari-Korwa	Korwa	target	1	1	kanʈɐ	50	50
64	thorn	K	Jaunsari-Korwa	Korwa	target	2	2	kanʈɐ	50	50
64	thorn	D	Jaunsari-Khanaad	Khanaad	target	1	1	kanʈɐ	50	50
64	thorn	D	Jaunsari-Khanaad	Khanaad	target	2	2	kanʈɐ	50	50
64	thorn	C	Jaunsari-Chapnu	Chapnu	target	1	1	kaɳɖɐ	50	50
64	thorn	C	Jaunsari-Chapnu	Chapnu	target	2	2	kaɳɖɐ	50	50
64	thorn	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	kanʈɐ	50	50
64	thorn	B	Jaunsari-Bhandroli	Bhandroli	target	2	2	kanʈɐ	50	50
64	thorn	M	MixedJB-Maindrath	Maindrath	target	1	1	kaɳɖɐ	50	50
64	thorn	M	MixedJB-Maindrath	Maindrath	target	2	2	kaɳɖɐ	50	50
64	thorn	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	2	kaiʈɐ	50	50
64	thorn	A	Jaunsari-Chakratha	Chakrata	target	1	1	kaɳɖa	50	50
64	thorn	A	Jaunsari-Chakratha	Chakrata	target	2	2	kaɳɖa	50	50
64	thorn	h	Hindi	Hindi	comparison control	1	1	kɐ̃ɳʈɐ	50	50
64	thorn	h	Hindi	Hindi	comparison control	2	2	kɐ̃ɳʈɐ	50	50
64	thorn	S	Bangani	Bangani	comparison control	1	1	kaɳɖa	50	50
64	thorn	S	Bangani	Bangani	comparison control	2	2	kaɳɖa	50	50
64	thorn	J	Jaunpuri	Jaunpuri	comparison control	1	1	kaɳɖu	50	50
64	thorn	N	Nagpuriya	Nagpuriya	comparison control	1	1	kaɳɖu	50	50
64	thorn	G	Sirmauri	Sirmauri	comparison control	1	1	kaɳɖa	50	50
64	thorn	G	Sirmauri	Sirmauri	comparison control	2	2	kaɳɖa	50	50
65	flower	K	Jaunsari-Korwa	Korwa	target	1	1	phul	50	50
65	flower	D	Jaunsari-Khanaad	Khanaad	target	1	1	phul	50	50
65	flower	C	Jaunsari-Chapnu	Chapnu	target	1	1	phul	50	50
65	flower	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	ɸəl	50	50
65	flower	M	MixedJB-Maindrath	Maindrath	target	1	1	phul	50	50
65	flower	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	phul	50	50
65	flower	A	Jaunsari-Chakratha	Chakrata	target	1	1	ɸəl	50	50
65	flower	h	Hindi	Hindi	comparison control	1	1	phul	50	50
65	flower	S	Bangani	Bangani	comparison control	1	1	phul	50	50
65	flower	J	Jaunpuri	Jaunpuri	comparison control	1	1	ɸul	50	50
65	flower	N	Nagpuriya	Nagpuriya	comparison control	1	1	phul	50	50
65	flower	G	Sirmauri	Sirmauri	comparison control	1	1	phulʈu	50	50
66	fruit	K	Jaunsari-Korwa	Korwa	target	1	1	phal	50	50
66	fruit	D	Jaunsari-Khanaad	Khanaad	target	1	1	phɐl	50	50
66	fruit	C	Jaunsari-Chapnu	Chapnu	target	1	1	phal	50	50
66	fruit	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	phɐl	50	50
66	fruit	M	MixedJB-Maindrath	Maindrath	target	1	1	phɐl	50	50
66	fruit	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	phɐl	50	50
66	fruit	A	Jaunsari-Chakratha	Chakrata	target	1	1	ɸəl	50	50
66	fruit	h	Hindi	Hindi	comparison control	1	1	phəl	50	50
66	fruit	S	Bangani	Bangani	comparison control	1	1	phəl	50	50
66	fruit	J	Jaunpuri	Jaunpuri	comparison control	1	1	ɸəl	50	50
66	fruit	N	Nagpuriya	Nagpuriya	comparison control	1	1	phəl	50	50
66	fruit	G	Sirmauri	Sirmauri	comparison control	1	1	phɔɭ	50	50
67	mango	K	Jaunsari-Korwa	Korwa	target	1	1	am	50	50
67	mango	D	Jaunsari-Khanaad	Khanaad	target	1	1	am	50	50
67	mango	C	Jaunsari-Chapnu	Chapnu	target	1	1	am	50	50
67	mango	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	am	50	50
67	mango	M	MixedJB-Maindrath	Maindrath	target	1	1	am	50	50
67	mango	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	am	50	50
67	mango	A	Jaunsari-Chakratha	Chakrata	target	1	1	ɑm	50	50
67	mango	h	Hindi	Hindi	comparison control	1	1	am	50	50
67	mango	S	Bangani	Bangani	comparison control	1	1	am	50	50
67	mango	J	Jaunpuri	Jaunpuri	comparison control	1	1	am	50	50
67	mango	N	Nagpuriya	Nagpuriya	comparison control	1	1	am	51	51
67	mango	G	Sirmauri	Sirmauri	comparison control	1	1	am	51	51
68	banana	K	Jaunsari-Korwa	Korwa	target	1	1	keɖɐ	51	51
68	banana	K	Jaunsari-Korwa	Korwa	target	2	2	keɖɐ	51	51
68	banana	D	Jaunsari-Khanaad	Khanaad	target	1	1	kela	51	51
68	banana	C	Jaunsari-Chapnu	Chapnu	target	1	1	keɖɐ	51	51
68	banana	C	Jaunsari-Chapnu	Chapnu	target	2	2	keɖɐ	51	51
68	banana	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	keɖɛ	51	51
68	banana	B	Jaunsari-Bhandroli	Bhandroli	target	2	2	keɖɛ	51	51
68	banana	M	MixedJB-Maindrath	Maindrath	target	1	1	keɖɐ	51	51
68	banana	M	MixedJB-Maindrath	Maindrath	target	2	2	keɖɐ	51	51
68	banana	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	kela	51	51
68	banana	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	2	2	keɖao	51	51
68	banana	A	Jaunsari-Chakratha	Chakrata	target	1	2	keɖəo	51	51
68	banana	h	Hindi	Hindi	comparison control	1	1	kela	51	51
68	banana	S	Bangani	Bangani	comparison control	1	1	kela	51	51
68	banana	J	Jaunpuri	Jaunpuri	comparison control	1	1	kela	51	51
68	banana	N	Nagpuriya	Nagpuriya	comparison control	1	3	kjolu	51	51
68	banana	G	Sirmauri	Sirmauri	comparison control	1	1	kela	51	51
69	wheat	K	Jaunsari-Korwa	Korwa	target	1	1	geu	51	51
69	wheat	D	Jaunsari-Khanaad	Khanaad	target	1	1	gẽu	51	51
69	wheat	C	Jaunsari-Chapnu	Chapnu	target	1	1	gheu	51	51
69	wheat	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	gẽu	51	51
69	wheat	M	MixedJB-Maindrath	Maindrath	target	1	1	gĩu	51	51
69	wheat	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	gheu	51	51
69	wheat	A	Jaunsari-Chakratha	Chakrata	target	1	1	gjũ	51	51
69	wheat	h	Hindi	Hindi	comparison control	1	1	gɛhu	51	51
69	wheat	S	Bangani	Bangani	comparison control	1	1	gjũ	51	51
69	wheat	J	Jaunpuri	Jaunpuri	comparison control	1	1	gehũ	51	51
69	wheat	N	Nagpuriya	Nagpuriya	comparison control	1	1	gjɛ	51	51
69	wheat	G	Sirmauri	Sirmauri	comparison control	1	1	gjũ	51	51
70	millet	K	Jaunsari-Korwa	Korwa	target	1	1	dʒɔ	51	51
70	millet	D	Jaunsari-Khanaad	Khanaad	target	1	1	dʒɔ	51	51
70	millet	C	Jaunsari-Chapnu	Chapnu	target	1	1	dʒɔ	51	51
70	millet	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	dʒɔ	51	51
70	millet	M	MixedJB-Maindrath	Maindrath	target	1	1	dʒɔ	51	51
70	millet	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	dʒɔ	51	51
70	millet	A	Jaunsari-Chakratha	Chakrata	target	1	2	kod̪õ	51	51
70	millet	h	Hindi	Hindi	comparison control	1	1	dʒɔ	51	51
70	millet	S	Bangani	Bangani	comparison control	1	2	kud̪a	51	51
70	millet	J	Jaunpuri	Jaunpuri	comparison control	1	2	kod̪u	51	51
70	millet	N	Nagpuriya	Nagpuriya	comparison control	1	2	kʋod̪u	51	51
70	millet	G	Sirmauri	Sirmauri	comparison control	1	1	dʒɔ	51	51
71	rice	K	Jaunsari-Korwa	Korwa	target	1	1	tʃɔ	51	51
71	rice	D	Jaunsari-Khanaad	Khanaad	target	1	1	tʃɔ	51	51
71	rice	C	Jaunsari-Chapnu	Chapnu	target	1	1	tʃɐu	51	51
71	rice	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	tʃəuɾ	51	51
71	rice	M	MixedJB-Maindrath	Maindrath	target	1	1	tʃəul	51	51
71	rice	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	2	saʈi	51	51
71	rice	A	Jaunsari-Chakratha	Chakrata	target	1	1	tʃɑũ	51	51
71	rice	h	Hindi	Hindi	comparison control	1	1	tʃaʋəl	51	51
71	rice	S	Bangani	Bangani	comparison control	1	1	tʃaul	51	51
71	rice	J	Jaunpuri	Jaunpuri	comparison control	1	1	tʃɔl	51	51
71	rice	N	Nagpuriya	Nagpuriya	comparison control	1	1	tʃɔl	51	51
71	rice	G	Sirmauri	Sirmauri	comparison control	1	1	tʃaoɭ	51	51
72	potato	K	Jaunsari-Korwa	Korwa	target	1	1	alu	51	51
72	potato	D	Jaunsari-Khanaad	Khanaad	target	1	1	alu	51	51
72	potato	C	Jaunsari-Chapnu	Chapnu	target	1	1	alu	51	51
72	potato	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	alu	51	51
72	potato	M	MixedJB-Maindrath	Maindrath	target	1	1	alu	51	51
72	potato	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	alu	51	51
72	potato	A	Jaunsari-Chakratha	Chakrata	target	1	1	alu	51	51
72	potato	h	Hindi	Hindi	comparison control	1	1	alu	51	51
72	potato	S	Bangani	Bangani	comparison control	1	1	alu	51	51
72	potato	J	Jaunpuri	Jaunpuri	comparison control	1	1	alu	51	51
72	potato	N	Nagpuriya	Nagpuriya	comparison control	1	1	alu	51	51
72	potato	G	Sirmauri	Sirmauri	comparison control	1	1	alu	51	51
73	eggplant	K	Jaunsari-Korwa	Korwa	target	1	2	bɐd̪ag	51	51
73	eggplant	D	Jaunsari-Khanaad	Khanaad	target	1	2	bɐd̪ag	51	51
73	eggplant	C	Jaunsari-Chapnu	Chapnu	target	1	1	beŋgɐɳ	51	51
73	eggplant	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	bɐd̪ag	51	51
73	eggplant	M	MixedJB-Maindrath	Maindrath	target	1	1	beŋgɐɳ	51	51
73	eggplant	M	MixedJB-Maindrath	Maindrath	target	2	2	bɐd̪ag	51	51
73	eggplant	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	3	bɐt̪açɛ	51	51
73	eggplant	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	2	4	bɐt̪açɛ	51	51
73	eggplant	A	Jaunsari-Chakratha	Chakrata	target	1	2	bət̪əs	51	51
73	eggplant	A	Jaunsari-Chakratha	Chakrata	target	2	3	bət̪əs	51	51
73	eggplant	h	Hindi	Hindi	comparison control	1	1	bæ̃ŋgən	51	51
73	eggplant	S	Bangani	Bangani	comparison control	1	3	bɔt̪asu	52	52
73	eggplant	S	Bangani	Bangani	comparison control	2	4	bɔt̪asu	52	52
73	eggplant	J	Jaunpuri	Jaunpuri	comparison control	1	3	bət̪asa	52	52
73	eggplant	J	Jaunpuri	Jaunpuri	comparison control	2	4	bət̪asa	52	52
73	eggplant	N	Nagpuriya	Nagpuriya	comparison control	1	1	bɛŋən	52	52
73	eggplant	G	Sirmauri	Sirmauri	comparison control	1	4	butija	52	52
74	groundnut	K	Jaunsari-Korwa	Korwa	target	1	1	mugphɐli	52	52
74	groundnut	D	Jaunsari-Khanaad	Khanaad	target	1	1	mugphɐli	52	52
74	groundnut	D	Jaunsari-Khanaad	Khanaad	target	2	2	çiɖəphɖi	52	52
74	groundnut	C	Jaunsari-Chapnu	Chapnu	target	1	1	mugphɐli	52	52
74	groundnut	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	mumphɐli	52	52
74	groundnut	M	MixedJB-Maindrath	Maindrath	target	1	1	mumphɐli	52	52
74	groundnut	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	mugphɐli	52	52
74	groundnut	A	Jaunsari-Chakratha	Chakrata	target	1	1	mũŋɸəɽi	52	52
74	groundnut	h	Hindi	Hindi	comparison control	1	1	mũŋphəli	52	52
74	groundnut	S	Bangani	Bangani	comparison control	1	1	mũɸəli	52	52
74	groundnut	J	Jaunpuri	Jaunpuri	comparison control	1	1	mũŋphəli	52	52
74	groundnut	N	Nagpuriya	Nagpuriya	comparison control	1	1	mũŋphəli	52	52
74	groundnut	G	Sirmauri	Sirmauri	comparison control	1	1	mumphɐli	52	52
75	chili	K	Jaunsari-Korwa	Korwa	target	1	1	mɐɾtʃɔj	52	52
75	chili	D	Jaunsari-Khanaad	Khanaad	target	1	1	mɐɾtʃ	52	52
75	chili	C	Jaunsari-Chapnu	Chapnu	target	1	1	mɐɾtʃɔj	52	52
75	chili	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	moɾtʃɔ	52	52
75	chili	M	MixedJB-Maindrath	Maindrath	target	1	1	mɐɾtʃɐ	52	52
75	chili	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	mɐɾtʃɐ	52	52
75	chili	A	Jaunsari-Chakratha	Chakrata	target	1	1	məɾtʃa	52	52
75	chili	h	Hindi	Hindi	comparison control	1	1	mɪɾtʃ	52	52
75	chili	S	Bangani	Bangani	comparison control	1	1	mɔɾtʃə	52	52
75	chili	J	Jaunpuri	Jaunpuri	comparison control	1	1	maɾtʃ	52	52
75	chili	N	Nagpuriya	Nagpuriya	comparison control	1	1	maɾtʃ	52	52
75	chili	G	Sirmauri	Sirmauri	comparison control	1	2	pipɭi	52	52
76	turmeric	K	Jaunsari-Korwa	Korwa	target	1	1	hɐld̪i	52	52
76	turmeric	D	Jaunsari-Khanaad	Khanaad	target	1	2	bɛçaɾ	52	52
76	turmeric	C	Jaunsari-Chapnu	Chapnu	target	1	2	bɛçaɾ	52	52
76	turmeric	B	Jaunsari-Bhandroli	Bhandroli	target	1	2	beʃwaɾ	52	52
76	turmeric	M	MixedJB-Maindrath	Maindrath	target	1	3	bɐɭidʒ	52	52
76	turmeric	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	2	bɛsaɾ	52	52
76	turmeric	A	Jaunsari-Chakratha	Chakrata	target	1	2	beʃaɾ	52	52
76	turmeric	h	Hindi	Hindi	comparison control	1	1	hʌld̪i	52	52
76	turmeric	S	Bangani	Bangani	comparison control	1	1	həld̪i	52	52
76	turmeric	J	Jaunpuri	Jaunpuri	comparison control	1	1	həld̪i	52	52
76	turmeric	N	Nagpuriya	Nagpuriya	comparison control	1	1	həld̪u	52	52
76	turmeric	G	Sirmauri	Sirmauri	comparison control	1	4	holidʒ	52	52
77	garlic	K	Jaunsari-Korwa	Korwa	target	1	1	lɐçiɳ	52	52
77	garlic	D	Jaunsari-Khanaad	Khanaad	target	1	1	lɐçiɳ	52	52
77	garlic	C	Jaunsari-Chapnu	Chapnu	target	1	1	lɐsiɳ	52	52
77	garlic	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	lɐsɐɳ	52	52
77	garlic	M	MixedJB-Maindrath	Maindrath	target	1	1	lɐsɐɳ	52	52
77	garlic	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	lɐçuɳ	52	52
77	garlic	A	Jaunsari-Chakratha	Chakrata	target	1	1	ləʃiɳ	52	52
77	garlic	h	Hindi	Hindi	comparison control	1	1	ləhsun	52	52
77	garlic	S	Bangani	Bangani	comparison control	1	1	ləsuɳ	52	52
77	garlic	J	Jaunpuri	Jaunpuri	comparison control	1	1	lasun	52	52
77	garlic	N	Nagpuriya	Nagpuriya	comparison control	1	1	ləsəɳ	52	52
77	garlic	G	Sirmauri	Sirmauri	comparison control	1	2	goʈhija	52	52
78	onion	K	Jaunsari-Korwa	Korwa	target	1	1	pjadʒ	52	52
78	onion	D	Jaunsari-Khanaad	Khanaad	target	1	1	piadʒ	52	52
78	onion	C	Jaunsari-Chapnu	Chapnu	target	1	1	piadʒ	52	52
78	onion	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	pjadʒ	52	52
78	onion	M	MixedJB-Maindrath	Maindrath	target	1	1	pjadʒ	52	52
78	onion	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	pjadʒ	52	52
78	onion	A	Jaunsari-Chakratha	Chakrata	target	1	1	pjadz	52	52
78	onion	h	Hindi	Hindi	comparison control	1	1	pjadʒ	52	52
78	onion	S	Bangani	Bangani	comparison control	1	1	pjadz	52	52
78	onion	J	Jaunpuri	Jaunpuri	comparison control	1	1	pjadʒ	52	52
78	onion	N	Nagpuriya	Nagpuriya	comparison control	1	1	pjadʒ	52	52
78	onion	G	Sirmauri	Sirmauri	comparison control	1	1	piadʒ	52	52
79	cauliflower	K	Jaunsari-Korwa	Korwa	target	1	1	ɵhulgobi	52	52
79	cauliflower	D	Jaunsari-Khanaad	Khanaad	target	1	1	gɔbi	52	52
79	cauliflower	C	Jaunsari-Chapnu	Chapnu	target	1	1	ɵhulgobi	52	52
79	cauliflower	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	ɵhulgobi	52	52
79	cauliflower	M	MixedJB-Maindrath	Maindrath	target	1	1	ɵhulgobi	52	52
79	cauliflower	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	ɵhulgobi	52	52
79	cauliflower	A	Jaunsari-Chakratha	Chakrata	target	1	1	phulgobɦi	52	52
79	cauliflower	h	Hindi	Hindi	comparison control	1	1	phulgobɦi	52	52
79	cauliflower	h	Hindi	Hindi	comparison control	2	1	phulgobɦi	52	52
79	cauliflower	S	Bangani	Bangani	comparison control	1	1	phulgobɦi	52	52
79	cauliflower	J	Jaunpuri	Jaunpuri	comparison control	1	1	ɸulgobɦi	52	52
79	cauliflower	N	Nagpuriya	Nagpuriya	comparison control	1	1	phulgobɦi	53	53
79	cauliflower	G	Sirmauri	Sirmauri	comparison control	1	1	phulgobɦi	53	53
80	tomato	K	Jaunsari-Korwa	Korwa	target	1	1	tɐmatɐɾ	53	53
80	tomato	D	Jaunsari-Khanaad	Khanaad	target	1	1	tɐmatɐɾ	53	53
80	tomato	C	Jaunsari-Chapnu	Chapnu	target	1	1	tɐmatɐɾ	53	53
80	tomato	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	tɛmaʈoɾ	53	53
80	tomato	M	MixedJB-Maindrath	Maindrath	target	1	1	tɐmatɐɾ	53	53
80	tomato	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	tɐmatɐɾ	53	53
80	tomato	A	Jaunsari-Chakratha	Chakrata	target	1	1	tematəɾ	53	53
80	tomato	h	Hindi	Hindi	comparison control	1	1	ʈəmɐʈəɾ	53	53
80	tomato	S	Bangani	Bangani	comparison control	1	1	ʈəmɐʈəɾ	53	53
80	tomato	J	Jaunpuri	Jaunpuri	comparison control	1	1	ʈəmɐʈəɾ	53	53
80	tomato	N	Nagpuriya	Nagpuriya	comparison control	1	1	tematəɾ	53	53
80	tomato	G	Sirmauri	Sirmauri	comparison control	1	1	tematəɾ	53	53
81	cabbage	K	Jaunsari-Korwa	Korwa	target	1	1	bɐnd̪gobi	53	53
81	cabbage	D	Jaunsari-Khanaad	Khanaad	target	1	1	bɐnd̪gobi	53	53
81	cabbage	C	Jaunsari-Chapnu	Chapnu	target	1	1	bɐnd̪gobi	53	53
81	cabbage	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	bɐnd̪gobi	53	53
81	cabbage	M	MixedJB-Maindrath	Maindrath	target	1	1	bɐnd̪gobi	53	53
81	cabbage	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	bɐnd̪gobi	53	53
81	cabbage	A	Jaunsari-Chakratha	Chakrata	target	1	1	bəndgobɦi	53	53
81	cabbage	h	Hindi	Hindi	comparison control	1	1	bəndgobɦi	53	53
81	cabbage	h	Hindi	Hindi	comparison control	2	1	bəndgobɦi	53	53
81	cabbage	S	Bangani	Bangani	comparison control	1	1	bəndgobɦi	53	53
81	cabbage	J	Jaunpuri	Jaunpuri	comparison control	1	1	bɐnd̪gobi	53	53
81	cabbage	N	Nagpuriya	Nagpuriya	comparison control	1	1	bəndgobɦi	53	53
81	cabbage	G	Sirmauri	Sirmauri	comparison control	1	1	bəndgobɦi	53	53
82	oil	K	Jaunsari-Korwa	Korwa	target	1	1	t̪el	53	53
82	oil	D	Jaunsari-Khanaad	Khanaad	target	1	1	t̪el	53	53
82	oil	C	Jaunsari-Chapnu	Chapnu	target	1	1	t̪el	53	53
82	oil	B	Jaunsari-Bhandroli	Bhandroli	target	1	1	t̪el	53	53
82	oil	M	MixedJB-Maindrath	Maindrath	target	1	1	t̪el	53	53
82	oil	L	Jr-Glmix-Lakhamandal	Lakhamandal	target	1	1	t̪el	53	53
82	oil	A	Jaunsari-Chakratha	Chakrata	target	1	1	t̪el	53	53
82	oil	h	Hindi	Hindi	comparison control	1	1	t̪el	53	53
