Snapshot_Date,Unit_ID,Parent_Unit_ID,PDF_Page,Printed_Page,Entry_Label,Series,Item_Type,Language,Dialect_Or_Source,Raw_Form,Raw_Gloss,Raw_Status,Raw_Relation,Old_Targets,Resolved_Targets,Final_Status,Final_Language_ID,Final_Parameter_ID,Emitted_Key,Resolution,Agent_Correction,Review,Material_Error,Source,Record_SHA256
2026-08-19,p476:u006:f004,p476:u006,3,476,S233,DEDS,form,Malayalam,Tiyya,catuppu,marsh,active,reflex,den2-new:S²33,d2326,installed_form,tiyya,d2326,burrow-emeneau1972den2:p476:u006:f004,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²33]",614e5369ada0175f2a244fe106052a85a9323423b39665a08800cc1431dc5e72
2026-08-19,p476:u006:f005,p476:u006,3,476,S233,DEDS,form,Telugu,,caduku,mud,active,reflex,den2-new:S²33,d2326,installed_form,Telugu,d2326,burrow-emeneau1972den2:p476:u006:f005,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²33]",b8dbbeef011034fac1b3b8605e0dd37bf7d6af108d5bd2ea791103f58fbfdf64
2026-08-19,p476:u007,,3,476,S234,DEDS,record,,,,,,,den2-new:S²34,d2551,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²34]",e1190d44c7a79d399ff830f9df4cae146ddaf188fecf8b34d48f765b9e1992ad
2026-08-19,p476:u007:f001,p476:u007,3,476,S234,DEDS,form,Tamil,,ciral,kingfisher,active,reflex,den2-new:S²34,d2551,installed_form,Tamil,d2551,burrow-emeneau1972den2:p476:u007:f001,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²34]",eeb31d8ae9334e272cbbc04a15c2d0ddd24da1a54ec7521717763ab6029d5ef8
2026-08-19,p476:u007:f002,p476:u007,3,476,S234,DEDS,form,Gondi,A Su.,ciral,a kind of bird,queried,comparison_only,den2-new:S²34,d2551,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²34]",b810446f393a750a138b4dec3ac993a2f7e2f0b6adac5f8bd55c4612235d8f29
2026-08-19,p476:u008,,3,476,S235,DEDS,record,,,,,,,den2-new:S²35,d2572,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²35]",ad3ac7496f9d6ba6f9a5ae65cb7a7c27d9e8c6e5e2d2330388658e0990352774
2026-08-19,p476:u008:f001,p476:u008,3,476,S235,DEDS,form,Kota,,jelk,anklet with bells,active,reflex,den2-new:S²35,d2572,installed_form,Kota,d2572,burrow-emeneau1972den2:p476:u008:f001,current-DEDR target inherited from the same DEN new-entry segment; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²35]",d2ba4fce55f897cca93213ee3d1040d82ad4de3ccb01d530f282d998049cb806
2026-08-19,p476:u008:f002,p476:u008,3,476,S235,DEDS,form,Kolami,,zilal,small bell (one of a string) on strap on bullock’s neck,active,reflex,den2-new:S²35,d2572,installed_form,Kolami,d2572,burrow-emeneau1972den2:p476:u008:f002,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²35]",5a2066f99cb104b8a8bf10e4157e67cf6ea2d079f00a32ea29d447689de9560c
2026-08-19,p476:u008:f003,p476:u008,3,476,S235,DEDS,form,Gondi,A Su.,jila,small bell tied to the neck of an ox,active,reflex,den2-new:S²35,d2572,installed_form,adil,d2572,burrow-emeneau1972den2:p476:u008:f003,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'jila' reconciled as 'jīlā',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²35]",790ce2ee4eb875bbf11814fee6ecca6d433f8ad46daf2596131494be2f0c1bc1
2026-08-19,p476:u009,,3,476,S236,DEDS,record,,,,,,,den2-new:S²36,d2609,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²36]",1cbaf02b5a6dd736ebc01c58bb61f1bed25fbdbbb4d283a6151854087726a953
2026-08-19,p476:u009:f001,p476:u009,3,476,S236,DEDS,form,Gondi,SR.,cice,small fruit,active,reflex,den2-new:S²36,d2609,installed_form,adil,d2609,burrow-emeneau1972den2:p476:u009:f001,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²36]",9fece1cab896837147514b80ddccdd185fc30cc4977214c84c157b1d9be9e247
2026-08-19,p476:u009:f002,p476:u009,3,476,S236,DEDS,form,Gondi,A. Su.,cici,"young berry, fruit just formed after the blossom",active,reflex,den2-new:S²36,d2609,unreconciled_transcription,adil,d2609,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²36]",a4c91fe8ef8bf598d11bc193e2c335e9abe6704cea81226f36d36cc02430ad2e
2026-08-19,p476:u009:f003,p476:u009,3,476,S236,DEDS,form,Kurukh,,"cici, cic6",fruit in embryonic stage; boy or girl under marriageable age,active,reflex,den2-new:S²36,d2609,unreconciled_transcription,Kurux,d2609,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²36]",546d7ef597149f77573342d16f4ecea6e857a168403e16340f38d7b0bb902850
2026-08-19,p476:u010,,3,476,S236A,DEDS,record,,,,,,,den2-new:S²36A,d2631,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²36A]",a30a56987d95c007b6668d5710492d892568430ba6195d73e831081231b78827
2026-08-19,p476:u010:f001,p476:u010,3,476,S236A,DEDS,form,Konda,,sirba-,to cry,active,reflex,den2-new:S²36A,d2631,installed_form,Konda,d2631,burrow-emeneau1972den2:p476:u010:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'sirba-' reconciled as 'sīrba-',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²36A]",6a1187ab8e4935122e49ccfa458b99b68b6c69a4ee40262a45a1fc65b1969925
2026-08-19,p476:u010:f002,p476:u010,3,476,S236A,DEDS,form,Konda,,arbadeq sirbadei,crying constantly,active,reflex,den2-new:S²36A,d2631,unreconciled_transcription,Konda,d2631,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²36A]",1307bacd432abe9edee0c6623a1ed678b2306fbaaa57f1e2aca0921eb5071ef2
2026-08-19,p476:u010:f003,p476:u010,3,476,S236A,DEDS,form,Pengo,,hirba-,to call (intensive base only),active,reflex,den2-new:S²36A,d2631,installed_form,Pengo,d2631,burrow-emeneau1972den2:p476:u010:f003,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'hirba-' reconciled as 'hīrba-',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²36A]",0096fc4b6c5c65f10a5078072f3d459d712bf1a12d4d8ad3f65a796aa3b0b082
2026-08-19,p476:u010:f004,p476:u010,3,476,S236A,DEDS,form,Malto,,cirqe,"to shout, make a noise",active,reflex,den2-new:S²36A,d2631,installed_form,Malto,d2631,burrow-emeneau1972den2:p476:u010:f004,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²36A]",d8dbde6f81c805db8d8c4530c10f816a286749092c873aabd50e9394d438523b
2026-08-19,p476:u011,,3,476,S237,DEDS,record,,,,,,,den2-new:S²37,d2728,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²37]",20f11f6d10d11092a187711ed1020972b324dd3674801feeb833ebcb30b65a80
2026-08-19,p476:u011:f001,p476:u011,3,476,S237,DEDS,form,Tulu,B-K,sfuri,ladle-like spoon,active,reflex,den2-new:S²37,d2728,installed_form,Tulu,d2728,burrow-emeneau1972den2:p476:u011:f001,DEN new entry resolved by exact language-and-form plus unique gloss overlap; agent transcription exactly corroborated by current DEDR,source-image/current-DEDR review repairs the agent's spurious medial f,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²37]",c5e5164c9fea4f600945a6365b8cead38e49edd714ef3b45768cff2f3c8dfb23
2026-08-19,p476:u011:f002,p476:u011,3,476,S237,DEDS,form,Gondi,SR. Ch. Ph.,sukkur,"ladle, spoon",queried,comparison_only,den2-new:S²37,d2728,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²37]",eb24d1382115956f93dab18dae414dcade753c8b8973c72d28c0c27a7da0ed2d
2026-08-19,p476:u011:f003,p476:u011,3,476,S237,DEDS,form,Gondi,Tr. Ch.,sukkur,"ladle, spoon",queried,comparison_only,den2-new:S²37,d2728,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²37]",430de1eef4a32e0feb93f61dde6990ea9a5b061588f33a2d69308bf08c987c5d
2026-08-19,p476:u011:f004,p476:u011,3,476,S237,DEDS,form,Gondi,W.,sukur,"ladle, spoon",queried,comparison_only,den2-new:S²37,d2728,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²37]",7e007f0c58adc95e73c34c7fd169a8629feb1e7f5d1b0abb6c913271967a4b8a
2026-08-19,p476:u011:f005,p476:u011,3,476,S237,DEDS,form,Gondi,Mu.,hukkur,"ladle, spoon",queried,comparison_only,den2-new:S²37,d2728,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²37]",d74c2122b144df12ba831d01faf0c4363846e4832d6af7d404352d710340f376
2026-08-19,p476:u011:f006,p476:u011,3,476,S237,DEDS,form,Gondi,M.,hukur,"ladle, spoon",queried,comparison_only,den2-new:S²37,d2728,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²37]",133149aab9b3855500704e237c2567b732a6faffc4f6336fbfc286d5dddc147a
2026-08-19,p476:u011:f007,p476:u011,3,476,S237,DEDS,form,Gondi,Ma.,ukkuri,"ladle, spoon",queried,comparison_only,den2-new:S²37,d2728,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²37]",727e6d13c5cef43c76566e4edc54ac9a7777d6cf0cd9743c5b4d4462017d1947
2026-08-19,p476:u012,,3,476,S238,DEDS,record,,,,,,,den2-new:S²38,d2794,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²38]",aae7fb51bacba7a2ad19615a9522a7371abb9263d78ae12f55cb11bf211e1fcd
2026-08-19,p476:u012:f001,p476:u012,3,476,S238,DEDS,form,Telugu,inscr.,ceraku,firewood,active,reflex,den2-new:S²38,d2794,installed_form,Telugu,d2794,burrow-emeneau1972den2:p476:u012:f001,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'ceraku' reconciled as 'ceṟaku',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²38]",cd06c93b3daa492520489fb207ecac8ac82254d145ba3b2475a1d7fa0e305dd5
2026-08-19,p476:u012:f002,p476:u012,3,476,S238,DEDS,form,Gondi,Mu.,herk,bundle of firewood,active,reflex,den2-new:S²38,d2794,installed_form,muria,d2794,burrow-emeneau1972den2:p476:u012:f002,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²38]",3f76b119ec2f408e9ceee8c0dae66a2f9260eda88316027653909df8dc8821d1
2026-08-19,p476:u013,,3,476,S239,DEDS,record,,,,,,,den2-new:S²39,d2844,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²39]",135a6d39d2eaeb550756a720baca2ad51be66b1a332c9e1ab32b5c4c925c3713
2026-08-19,p476:u013:f001,p476:u013,3,476,S239,DEDS,form,Kolami,SR,sonde,earthen pot,active,reflex,den2-new:S²39,d2844,installed_form,Kolami,d2844,burrow-emeneau1972den2:p476:u013:f001,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²39]",a3370c47e58bf4c3ab9cbe2eb6b8ba8be4ffd3ee1cc612bcbed2a9739f649782
2026-08-19,p476:u013:f002,p476:u013,3,476,S239,DEDS,form,Kui,,"sunda, sundi",very small earthenware pot,active,reflex,den2-new:S²39,d2844,unreconciled_transcription,Kui,d2844,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²39]",9fc730621f8f178f9a7d363c9f58fcc375bb81d4c64df9521aa6126189553c5f
2026-08-19,p476:u014,,3,476,S240,DEDS,record,,,,,,,den2-new:S²40,d2846,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²40]",4ecd176fda0a76867e1f772c66f2b26df9929153af2da1a4770812f00c8f3f0f
2026-08-19,p476:u014:f001,p476:u014,3,476,S240,DEDS,form,Kurukh,,coppa,"skin of fruits, husk of grain, shell of pulses",active,reflex,den2-new:S²40,d2846,installed_form,Kurux,d2846,burrow-emeneau1972den2:p476:u014:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'coppa' reconciled as 'coppā',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²40]",3803a0e2720d6c22320ff4d3509254ea51c95998dd824e19a845ed5d0af1214d
2026-08-19,p476:u014:f002,p476:u014,3,476,S240,DEDS,form,Malto,,copra,husk; scabbard,active,reflex,den2-new:S²40,d2846,installed_form,Malto,d2846,burrow-emeneau1972den2:p476:u014:f002,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'copra' reconciled as 'copṛa',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²40]",3dedf614bb59257eb6000ad0f0ef5ac123baab96895b311219f572ea3c3111b2
2026-08-19,p476:u015,,3,476,S241,DEDS,record,,,,,,,den2-new:S²41,d2851,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²41]",ae3806c283ec1d814409832ed57a7bd45c7997396a93164164f86a8697084abe
2026-08-19,p476:u015:f001,p476:u015,3,476,S241,DEDS,form,Kolami,Kin.,jomma,broth,active,reflex,den2-new:S²41,d2851,installed_form,kinwat,d2851,burrow-emeneau1972den2:p476:u015:f001,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²41]",d440cfe47325923b128c026d1210f4ab39ad307b530d6d4657496b7a52839dd7
2026-08-19,p476:u015:f002,p476:u015,3,476,S241,DEDS,form,Gondi,Tr. Ph.,jamm6,"meat-soup, curry",active,reflex,den2-new:S²41,d2851,installed_form,Gondi,d2851,burrow-emeneau1972den2:p476:u015:f002,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,source-image/current-DEDR review restores final vowel length in the Gondi form,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²41]",494520f9872f5ca23ec4bab50ff3b30882382e30bf5cb3a1d2d856a2f125070b
2026-08-19,p476:u016,,3,476,S242,DEDS,record,,,,,,,den2-new:S²42,d2979,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²42]",cdad05af3fb17adf09d312dc25c2db7712539df3d812df7b296f199511c703c0
2026-08-19,p476:u016:f001,p476:u016,3,476,S242,DEDS,form,Kolami,"SR, Kin.",dogor (pl. dogodl),back,active,reflex,den2-new:S²42,d2979,unreconciled_transcription,kinwat,d2979,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²42]",d4e7a7b91cbfb83c0bd62d4b16ceaf74556cb2a261208b73cfb62acd52c3d8e5
2026-08-19,p476:u016:f002,p476:u016,3,476,S242,DEDS,form,Gondi,Mu.,dogor pereka,backbone,active,reflex,den2-new:S²42,d2979,installed_form,muria,d2979,burrow-emeneau1972den2:p476:u016:f002,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dogor pereka' reconciled as 'ḍogor peṛeka',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²42]",7eb5237942d3ba884556ca08f82d2e3258ec5043a075a0f56d7db2642c847f1e
2026-08-19,p476:u016:f003,p476:u016,3,476,S242,DEDS,form,Kui,,tokoli,"rear part of cranium, base of skull",queried,comparison_only,den2-new:S²42,d2979,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²42]",9dfeda4637150c58711883cc024f95c28c459db1876e7d0fe2e0a3f848deef6b
2026-08-19,p476:u017,,3,476,S243,DEDS,record,,,,,,,den2-new:S²43,d2985,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²43]",ee993a3f1fd926922c68c1596c2854566ea9065bdc8c39219740a4a9c60158ae
2026-08-19,p476:u017:f001,p476:u017,3,476,S243,DEDS,form,Kolami,SR,dondya,water snake,active,reflex,den2-new:S²43,d2985,installed_form,Kolami,d2985,burrow-emeneau1972den2:p476:u017:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dondya' reconciled as 'ḍonḍyā',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²43]",0fe5f7c6f6b5ccb4d4149fe6e04af9bd97536d9141874f634325ea5edb973c09
2026-08-19,p476:u017:f002,p476:u017,3,476,S243,DEDS,form,Gondi,Ma.,dondul(i),water snake,active,reflex,den2-new:S²43,d2985,installed_form,maria,d2985,burrow-emeneau1972den2:p476:u017:f002,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dondul(i)' reconciled as 'ḍonḍul(i)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²43]",722a5ac00073988c12adc8e0c87b34b2e90d2df806aa9ff5c112d2aea84dcb97
2026-08-19,p476:u017:f003,p476:u017,3,476,S243,DEDS,form,Gondi,Tr.,dhondi,water snake,active,reflex,den2-new:S²43,d2985,installed_form,betul,d2985,burrow-emeneau1972den2:p476:u017:f003,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dhondi' reconciled as 'dhōndī',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²43]",4b074df2246c233132ec59154bf8e51561e3a98495dd368006b1e6e346b644a5
2026-08-19,p476:u018,,3,476,S244,DEDS,record,,,,,,,den2-new:S²44,d3378,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²44]",4af814c91dd7f22bf0ea72148ac1a3193bc9197934e59d63fb3dac2f27162ce3
2026-08-19,p476:u018:f001,p476:u018,3,476,S244,DEDS,form,Telugu,,duda,calf,active,reflex,den2-new:S²44,d3378,installed_form,Telugu,d3378,burrow-emeneau1972den2:p476:u018:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'duda' reconciled as 'dūḍa',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²44]",bc64cd46d3e2b06c4e9e3bb06a09c7a8853f3bcbc47f31230708404c5c081683
2026-08-19,p476:u018:f002,p476:u018,3,476,S244,DEDS,form,Gondi,A Su.,dudde,female young of buffalo,active,reflex,den2-new:S²44,d3378,installed_form,adil,d3378,burrow-emeneau1972den2:p476:u018:f002,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dudde' reconciled as 'ḍuḍḍe',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²44]",65367cbeb553f0953301a5c4dff3d69ab700de81f54f5cae4a53cd3302e03cab
2026-08-19,p476:u018:f003,p476:u018,3,476,S244,DEDS,form,Konda,,dura,calf,active,borrowed,den2-new:S²44,d3378,excluded_nonaccepted,,,,non-reflex or unclear form retained in source prose only,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²44]",3f34c869da3b662c953786c188122f6f0d3049293ac48eef9328cd23e91e4360
2026-08-19,p476:u019,,3,476,S245,DEDS,record,,,,,,,den2-new:S²45,d3387,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²45]",5f0744be1e1481df2de608a210f181749834f15000d890ddaf0fec910efdef52
2026-08-19,p476:u019:f001,p476:u019,3,476,S245,DEDS,form,Tulu,,doup,food laid out for the dead,active,reflex,den2-new:S²45,d3387,unreconciled_transcription,Tulu,d3387,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²45]",e0e9cb0c8df33012a6c5e5154035bafcd6cdfc4d45ba243ff77eb7508a74dce0
2026-08-19,p476:u019:f002,p476:u019,3,476,S245,DEDS,form,Konda,,dilba,spirit of the dead,active,reflex,den2-new:S²45,d3387,unreconciled_transcription,Konda,d3387,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 476, entry S²45]",739684ee2536156d063c08cd32a15abe93e6babcc2ec7fa7e003514a218caedd
2026-08-19,p476:u019:f003,p476:u019,3,476,S245,DEDS,form,Pengo,,duben,sacrifice for the ancestors (akor duben),active,reflex,den2-new:S²45,d3387,installed_form,Pengo,d3387,burrow-emeneau1972den2:p476:u019:f003,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²45]",0a0236c948fc4d79527b54b305dee856d46f12f18340dc702a0fae36c2c58d61
2026-08-19,p476:u020,,3,476,S246,DEDS,record,,,,,,,den2-new:S²46,d3523,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²46]",7da65a492ba1eb218f4f404f1c8642885102ae36e0ab5d17bff8770dbb60dea8
2026-08-19,p476:u020:f001,p476:u020,3,476,S246,DEDS,form,Tamil,,"tori (-v-, -nt-)",to be spilt,active,reflex,den2-new:S²46,d3523,installed_form,Tamil,d3523,burrow-emeneau1972den2:p476:u020:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,"agent form 'tori (-v-, -nt-)' reconciled as 'tor̤i (-v-, -nt-)'",source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²46]",55ab192cceb014b282ac2c3f2a774bed50f81ab9b6c88dce310d8cbafa29e589
2026-08-19,p476:u020:f002,p476:u020,3,476,S246,DEDS,form,Tulu,,doriyuni,"to flow, etc.",active,reflex,den2-new:S²46,d3523,installed_form,Tulu,d3523,burrow-emeneau1972den2:p476:u020:f002,current-DEDR target inherited from the same DEN new-entry segment; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²46]",5389e4e750ea72dc647f2535bbb4456f897df3be4de6a82f047d71b18551dedc
2026-08-19,p476:u020:f003,p476:u020,3,476,S246,DEDS,form,Kui,,tSra (t6ri-),"to be liquid, flow, trickle",active,reflex,den2-new:S²46,d3523,installed_form,Kui,d3523,burrow-emeneau1972den2:p476:u020:f003,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,source-image/current-DEDR review resolves the agent's S/6 glyph placeholders,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 476, entry S²46]",0b6c1f7d3f6652352d62b62cecdd2aa999e89ce6b467b060c8a4f2a033994da8
2026-08-19,p476:u021,,3,476,S247,DEDS,record,,,,,,,den2-new:S²47,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 476, entry S²47]",d76a1f3fdc7b36e3b237299b937cd689bc342460d7b9b5852096a0efb90ba9f4
