Snapshot_Date,Collation_Date,Unit_ID,Region,Section,Printed_Page,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Forms,Final_Gloss,Final_Tags,Etymology,Etymon_Candidates,Parameter_ID,Emitted_Keys,Review,Material_Error,Source,Record_SHA256
2026-08-25,2026-08-25,ex16:translation,translation,2.11 Layer I,17,,Take the shirt out of the wardrobe,free translation of example (16),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 17, example (16) free translation]",dd1c985d5772178b6488528c2b12d25054654243d7901bf0d1fc5990046d822f
2026-08-25,2026-08-25,t5:r1c1,paradigm,2.11 Layer I,17,"-(ə)s, -ēs",,Table 5: Layer I | row label 'Singular' | column label 'Accusative',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 17, Table 5, Singular, Accusative]",a57df20cbce6dfe561de69f0bcc04874b5e8e8a0c07223555022b0c2c8caf32b
2026-08-25,2026-08-25,t5:r1c2,paradigm,2.11 Layer I,17,"-ə, -ē",,Table 5: Layer I | row label 'Singular' | column label 'Oblique',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 17, Table 5, Singular, Oblique]",4a0be5b357921d631f3567a3875575e9f98d4c0da41b69c5ddad4a27cb8d0caa
2026-08-25,2026-08-25,t5:r2c1,paradigm,2.11 Layer I,17,"-(ə)n, -ēn",,Table 5: Layer I | row label 'Plural' | column label 'Accusative',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 17, Table 5, Plural, Accusative]",10349063c78bce11844e02b639d0904e88e116711e4255f151b0a87b6302efc2
2026-08-25,2026-08-25,t5:r2c2,paradigm,2.11 Layer I,17,"-(ə)n, -ēn",,Table 5: Layer I | row label 'Plural' | column label 'Oblique',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 17, Table 5, Plural, Oblique]",20c53e841040e29f70ceb5a2ae999a456987d69dd8a2a19a7aea383cef3d45a6
2026-08-25,2026-08-25,t6:r1c1,paradigm,2.12 Layer II,18,-mã,,Table 6: Layer II | row label 'inessive' | column label 'Form',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 18, Table 6, inessive, Form]",c2784d39f8609f925eb7c4fbe09ab804aabc1036d50e098426c48a2d27de3f44
2026-08-25,2026-08-25,t6:r2c1,paradigm,2.12 Layer II,18,-tã,,Table 6: Layer II | row label 'superessive' | column label 'Form',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 18, Table 6, superessive, Form]",8a6f6db855d2816cd68e51d202c182c8c099c6b314ce0038d6b71df90d91c6c3
2026-08-25,2026-08-25,t6:r3c1,paradigm,2.12 Layer II,18,-ka,,Table 6: Layer II | row label 'adessive' | column label 'Form',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 18, Table 6, adessive, Form]",f330443f2c445887fc5b16598fab0b3d8b624cb8c697d06d0cbce863664a0929
2026-08-25,2026-08-25,t6:r4c1,paradigm,2.12 Layer II,18,-ki,,Table 6: Layer II | row label 'ablative' | column label 'Form',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 18, Table 6, ablative, Form]",9c995203001dccf1987499c2e73b79dc9fb0f74bc62e146c96017f9be12fa717
2026-08-25,2026-08-25,t6:r5c1,paradigm,2.12 Layer II,18,-ʋa,,Table 6: Layer II | row label 'versative' | column label 'Form',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 18, Table 6, versative, Form]",3192c0f0b41eb870f282d6db150e253f7c3c3b45686b6b02778051e0f77f2985
2026-08-25,2026-08-25,t6:r6c1,paradigm,2.12 Layer II,18,-sa,,Table 6: Layer II | row label 'comitative' | column label 'Form',skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 18, Table 6, comitative, Form]",411fc473b95e1889329da5e472fcdbd7a0181ccf4ec80b27de22c30021682ff5
2026-08-25,2026-08-25,s2.12:q1,prose,2.12 Layer II,18,ʋyār-ə-mã,"in town, in the market","The primary meaning of the inessive marker -mã is to indicate location, with or without confinement: ʋyār-ə-mã “in town, in the market”, libnān-ə-mã “in Lebanon”. It also ex",ingested,,ʋyār-ə-mã,"in town, in the market",dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q1,,,"herin2012domari[p. 18, section 2.12]",15d1c4cef5e52226de0929c7fecc048f125d7b83cc986567cf92f234a43b9a28
2026-08-25,2026-08-25,s2.12:q2,prose,2.12 Layer II,18,libnān-ə-mã,in Lebanon,"ning of the inessive marker -mã is to indicate location, with or without confinement: ʋyār-ə-mã “in town, in the market”, libnān-ə-mã “in Lebanon”. It also extends to temporal expression",ingested,,libnān-ə-mã,in Lebanon,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q2,,,"herin2012domari[p. 18, section 2.12]",54ac1bbabda240701a149938bf670a45a9402e55d9b58caa6a098826c9038915
2026-08-25,2026-08-25,s2.12:q3,prose,2.12 Layer II,18,slạ̄l-ə-mã,in the winter,"ithout confinement: ʋyār-ə-mã “in town, in the market”, libnān-ə-mã “in Lebanon”. It also extends to temporal expressions: slạ̄l-ə-mã “in the winter”, ē dīs-ə n-mã “in these days”. The ma",ingested,,slạ̄l-ə-mã,in the winter,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q3,,,"herin2012domari[p. 18, section 2.12]",43cac8f4aecd40f6cb033850d4f5979fc34aa54ce119f1a18a9715a51ca0762c
2026-08-25,2026-08-25,s2.12:q4,prose,2.12 Layer II,18,ē dīs-ə n-mã,in these days,"“in town, in the market”, libnān-ə-mã “in Lebanon”. It also extends to temporal expressions: slạ̄l-ə-mã “in the winter”, ē dīs-ə n-mã “in these days”. The marker -mã is also used with an",skipped,phrase or clause example whose component lexemes are glossed elsewhere,,in these days,,,,,,,,"herin2012domari[p. 18, section 2.12]",85fee8208991d93842613ede8b6b7f83fa35663b6b7309e3073feec84386f047
2026-08-25,2026-08-25,s2.12:q5,prose,2.12 Layer II,18,čəry-ə-mã,with a knife,"sions: slạ̄l-ə-mã “in the winter”, ē dīs-ə n-mã “in these days”. The marker -mã is also used with an instrumental meaning čəry-ə-mã “with a knife”, šākūš-ə-mã “with a hammer”. This is",ingested,,čəry-ə-mã,with a knife,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q5,,,"herin2012domari[p. 18, section 2.12]",1cbcb1a3072f96e3d73b4a45878e36db8fc20bab1f31fbb374fa5ca45f7712f6
2026-08-25,2026-08-25,s2.12:q6,prose,2.12 Layer II,18,šākūš-ə-mã,with a hammer,"inter”, ē dīs-ə n-mã “in these days”. The marker -mã is also used with an instrumental meaning čəry-ə-mã “with a knife”, šākūš-ə-mã “with a hammer”. This is obviously the result of alignm",ingested,,šākūš-ə-mã,with a hammer,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q6,,,"herin2012domari[p. 18, section 2.12]",e0e1088c311c6e92259ea1ee01d392f8ff62a835fb5809ab247c432637b30c00
2026-08-25,2026-08-25,s2.12:q7,prose,2.12 Layer II,18,kəryəm,in the house,"- is commonly used for both locative and instrumental. The formative / ã / is often elided, leaving -m alone to mark location: kəryəm “in the house”, pānyəm “in the water”",ingested,,kəryəm,in the house,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q7,,,"herin2012domari[p. 18, section 2.12]",4fd2ffa3f85f4e9543be099843eb5aa4d94b6330547b2c6ba8da9096615a500f
2026-08-25,2026-08-25,s2.12:q8,prose,2.12 Layer II,18,pānyəm,in the water,"th locative and instrumental. The formative / ã / is often elided, leaving -m alone to mark location: kəryəm “in the house”, pānyəm “in the water”",ingested,,pānyəm,in the water,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q8,,,"herin2012domari[p. 18, section 2.12]",9f931f178ae608e38302eee6dbbdf0f9f69b3465803c9171605a85e1ffc3730c
2026-08-25,2026-08-25,s2.12:q9,prose,2.12 Layer II,18,sr-ōs-tã,on his head,"The morpheme -tã is used to indicate the top or the surface of the marked noun: sr-ōs-tã “on his head”, pɑ̄nd-ə-tã “on the way”. It was also",ingested,,sr-ōs-tã,on his head,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q9,,,"herin2012domari[p. 18, section 2.12]",6d5660f07df61aa0b4c7603ac095c93b06983df5a7ce85b951c80d976df104bf
2026-08-25,2026-08-25,s2.12:q10,prose,2.12 Layer II,18,pɑ̄nd-ə-tã,on the way,"The morpheme -tã is used to indicate the top or the surface of the marked noun: sr-ōs-tã “on his head”, pɑ̄nd-ə-tã “on the way”. It was also recorded with a simple loc",ingested,,pɑ̄nd-ə-tã,on the way,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q10,,,"herin2012domari[p. 18, section 2.12]",339f887dded273857a71fb6497925d4cda95d5054362ca538db0fda03e055ab4
2026-08-25,2026-08-25,s2.12:q11,prose,2.12 Layer II,18,marīš-ə-tã,at the burial,"f the marked noun: sr-ōs-tã “on his head”, pɑ̄nd-ə-tã “on the way”. It was also recorded with a simple locative meaning in marīš-ə-tã “at the burial”. It is also commonly used for time refe",ingested,,marīš-ə-tã,at the burial,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q11,,,"herin2012domari[p. 18, section 2.12]",2b68d9364b275e21baf036b17a3726063b8cbdde44d4df3f6957852887aae571
2026-08-25,2026-08-25,s2.12:q12,prose,2.12 Layer II,18,ārāt-ən-tã,in the night,"was also recorded with a simple locative meaning in marīš-ə-tã “at the burial”. It is also commonly used for time reference: ārāt-ən-tã “in the night”, sb-ən-tã “in the morning”, zɑmɑ̄n-ə",ingested,,ārāt-ən-tã,in the night,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q12,,,"herin2012domari[p. 18, section 2.12]",6e8cf5e0c752329a512fd41a2047c6894e7262481b442a494366e6e1ec80d55b
2026-08-25,2026-08-25,s2.12:q13,prose,2.12 Layer II,18,sb-ən-tã,in the morning,"mple locative meaning in marīš-ə-tã “at the burial”. It is also commonly used for time reference: ārāt-ən-tã “in the night”, sb-ən-tã “in the morning”, zɑmɑ̄n-ən-tã “in the past, back in t",ingested,,sb-ən-tã,in the morning,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q13,,,"herin2012domari[p. 18, section 2.12]",36c945c344d3fd9c3736ae0e09e4ced3c7bdc6b098d319313a7c18fbc50b6bfa
2026-08-25,2026-08-25,s2.12:q14,prose,2.12 Layer II,18,zɑmɑ̄n-ən-tã,"in the past, back in the old days","-tã “at the burial”. It is also commonly used for time reference: ārāt-ən-tã “in the night”, sb-ən-tã “in the morning”, zɑmɑ̄n-ən-tã “in the past, back in the old days”. Another common meaning cover by -tã",ingested,,zɑmɑ̄n-ən-tã,"in the past, back in the old days",dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q14,,,"herin2012domari[p. 18, section 2.12]",d703f057dba8ddd82c97981b534e8941728a9ba10cf6517f76d9ed7b4d0353d5
2026-08-25,2026-08-25,s2.12:q15,prose,2.12 Layer II,18,,about,"“in the night”, sb-ən-tã “in the morning”, zɑmɑ̄n-ən-tã “in the past, back in the old days”. Another common meaning cover by -tã is “about”: pčārdōs-əm pāpīr-ə -tã “he asked me",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 18, section 2.12]",a01130aad0eee617048a05c889ac4d3b5f5c160f850a95a2c96acfaf17030e56
2026-08-25,2026-08-25,s2.12:q16,prose,2.12 Layer II,18,pčārdōs-əm pāpīr-ə -tã,he asked me about (his) grand-father,"he morning”, zɑmɑ̄n-ən-tã “in the past, back in the old days”. Another common meaning cover by -tã is “about”: pčārdōs-əm pāpīr-ə -tã “he asked me about (his) grand-father” (ask.PFV.3SG-OBJ.1SG grand-father-OBL-S",skipped,phrase or clause example whose component lexemes are glossed elsewhere,,he asked me about (his) grand-father,,,,,,,,"herin2012domari[p. 18, section 2.12]",f9cb2ed4ec14be86f420c325bc76e1f0a2990efe16ea312e3fce662a518a8b74
2026-08-25,2026-08-25,s2.12:q17,prose,2.12 Layer II,18,qēǧār-əs dōʋištōme xašt-ō m-tã,Iʾm washing the clothes with my hands,SG-OBJ.1SG grand-father-OBL-SUP). One instance of instrumental meaning was found in the following example: qēǧār-əs dōʋištōme xašt-ō m-tã “Iʾm washing the clothes with my hands” (garment-ACC wash.PROG.1SG hand-1SG-SUP,skipped,phrase or clause example whose component lexemes are glossed elsewhere,,I’m washing the clothes with my hands,,,,,,,,"herin2012domari[p. 18, section 2.12]",947b31c0a2b70702240905a3130dfd83fb5bdaa9c156bd9df717a791fa07da9c
2026-08-25,2026-08-25,s2.12:q18,prose,2.12 Layer II,18,gā kar,say,dōʋištōme xašt-ō m-tã “Iʾm washing the clothes with my hands” (garment-ACC wash.PROG.1SG hand-1SG-SUP). The recipient of the verb gā kar “say” is also marked with superessive -tã,ingested,,gā kar,to say,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q18,,,"herin2012domari[p. 18, section 2.12]",89fe3f07f5ce796f00b5fa3b22142104b865ec93d4fe6e85e2a83b8ad0a323ea
2026-08-25,2026-08-25,ex17:w1,example,2.12 Layer II,18,gārdōm,say.PFV.1SG,example (17) word 1,ingested,,gārdōm,to say,pfv 1sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex17:w1,,,"herin2012domari[p. 18, example (17) word 1]",2c9e6791d2c57399920a0e5501761aa76593ba3e42c7065380323043346564d1
2026-08-25,2026-08-25,ex17:w2,example,2.12 Layer II,18,trōtə,small,example (17) word 2,ingested,,trōtə,small,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex17:w2,,,"herin2012domari[p. 18, example (17) word 2]",79ac7dcef326488998f8ddd853a0bb8a135c439aea2d4d1c69f558da3840315b
2026-08-25,2026-08-25,ex17:w3,example,2.12 Layer II,18,qr-ōm-tã,son-1SG-SUP,example (17) word 3,ingested,,qr-ōm-tã,son,1sg superessive dialect:as:aleppo:Aleppo,,,,herin2012domari:ex17:w3,,,"herin2012domari[p. 18, example (17) word 3]",cbbe56c1e44ff5251a2d48f70620cf8fb12a43b8631375b58add4528a3659515
2026-08-25,2026-08-25,ex17:w4,example,2.12 Layer II,18,ǧār,go.SUBJ.3SG,example (17) word 4,ingested,,ǧār,to go,subjunctive 3sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex17:w4,,,"herin2012domari[p. 18, example (17) word 4]",573739a8313a475a9016983cbb15a82018ef738d7b64c9d821326ff77605a5fa
2026-08-25,2026-08-25,ex17:w5,example,2.12 Layer II,18,ǧib karər,speak.SUBJ.3SG,example (17) word 5,ingested,,ǧib karər,to speak,subjunctive 3sg verb multiword-expression dialect:as:aleppo:Aleppo,,,,herin2012domari:ex17:w5,,,"herin2012domari[p. 18, example (17) word 5]",5c716f408260e100975586ac67583d086b308a2bce1c468be08236f809edda7a
2026-08-25,2026-08-25,ex17:w6,example,2.12 Layer II,18,ʋāšōr,COM.1SG,example (17) word 6,ingested,,ʋāšōr,I,comitative 1sg pron personal dialect:as:aleppo:Aleppo,,,,herin2012domari:ex17:w6,,,"herin2012domari[p. 18, example (17) word 6]",c3890a19a158dd7a69e515c0c183218d06a59fdf0574bca5409355c75ae78a8a
2026-08-25,2026-08-25,ex17:translation,translation,2.12 Layer II,18,,I said to my young(er) son to go and speak with you,free translation of example (17),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 18, example (17) free translation]",94896c6d8f5cc42881988cab807ca643142c52e4625b82691d4c790c97ed3644
2026-08-25,2026-08-25,s2.12:q19,prose,2.12 Layer II,19,ʿala,on,This also extends to verbs borrowed from Arabic whose objects are introduced by the preposition ʿala “on”: ʿarraf(h)rōm kətčmār-āk-ə -tã “I met,skipped,"cited in its own language as a donor, etymon or structural model, not as Domari: the Arabic preposition ʿala",,,,,,,,,,"herin2012domari[p. 19, section 2.12]",36116246ce18931671f41fcd696e0c9c56b03edd05fa4d8db8c81c3e51d02865
2026-08-25,2026-08-25,s2.12:q20,prose,2.12 Layer II,19,ʿarraf(h)rōm kətčmār-āk-ə -tã,I met an old man,his also extends to verbs borrowed from Arabic whose objects are introduced by the preposition ʿala “on”: ʿarraf(h)rōm kətčmār-āk-ə -tã “I met an old man” (meet.PFV.3SG old.man-INDEF-OBL-SUP). T,skipped,phrase or clause example whose component lexemes are glossed elsewhere,,I met an old man,,,,,,,,"herin2012domari[p. 19, section 2.12]",33a23cf7b587ebe9a0a3087fdff05f4b91bc24869a5c96f700cbe2edbba3b331
2026-08-25,2026-08-25,s2.12:q21,prose,2.12 Layer II,19,tʿarraf,to meet,"“I met an old man” (meet.PFV.3SG old.man-INDEF-OBL-SUP). The verbal form ʿarraf(h)rōm is analysable as ʿarraf , from Arabic tʿarraf “to meet” and the Domari verbal root h- “to bec",skipped,"donor or etymon form cited in another language, not a Domari attestation",,,,,,,,,,"herin2012domari[p. 19, section 2.12]",bd4a4c8a430a8d483b2a61b5a1e21bbbe16f8d0b54e52d3d0ae95a0348e3bb67
2026-08-25,2026-08-25,s2.12:q22,prose,2.12 Layer II,19,h-,to become,"-INDEF-OBL-SUP). The verbal form ʿarraf(h)rōm is analysable as ʿarraf , from Arabic tʿarraf “to meet” and the Domari verbal root h- “to become” which is used as a light verb and serve",ingested,,h-,to become,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q22,,,"herin2012domari[p. 19, section 2.12]",321d899aedf8e369c57ce74950f89d11766963726a0f8d2fe6f8c7faf8409fa4
2026-08-25,2026-08-25,s2.12:q23,prose,2.12 Layer II,19,ʿala,on,"d serves to integrate foreign elements into Domari lexicon. The Arabic verb tʿarraf introduces its complement with the preposition ʿala “on”. Accordingly, when transferred into Dom",skipped,"cited in its own language as a donor, etymon or structural model, not as Domari: the Arabic preposition ʿala",,,,,,,,,,"herin2012domari[p. 19, section 2.12]",57c31964a036b19dd151d3ab18747a05f940a002d2ad0d27dca657891c220de6
2026-08-25,2026-08-25,s2.12:q24,prose,2.12 Layer II,19,nāʋīštōme trən nārn-ə -tã,Iʾm looking for three men,ing active at the same time. Argument marking patterns without lexical borrowing are also prone to replication: nāʋīštōme trən nārn-ə -tã “Iʾm looking for three men” (< Arabic dawwar ʿala “to look for so,skipped,phrase or clause example whose component lexemes are glossed elsewhere,,I’m looking for three men,,,,,,,,"herin2012domari[p. 19, section 2.12]",9bfdeff516fd86f75700f47e6181852167897f6b8502e1f71e5acb4a6fcd9289
2026-08-25,2026-08-25,s2.12:q25,prose,2.12 Layer II,19,dawwar ʿala,to look for something,ns without lexical borrowing are also prone to replication: nāʋīštōme trən nārn-ə -tã “Iʾm looking for three men” (< Arabic dawwar ʿala “to look for something”). Noteworthy is the fact that no dative,skipped,"donor or etymon form cited in another language, not a Domari attestation",,,,,,,,,,"herin2012domari[p. 19, section 2.12]",83385e1fe5859dcdb9c598b7eb65b8d60ff53f678440f13252398b11306a93ab
2026-08-25,2026-08-25,s2.12:q26,prose,2.12 Layer II,19,-tã,dative,"r something”). Noteworthy is the fact that no dative or allative functions were recorded, hence the impossibility to label the marker -tã “dative”, as in Palestinian Domari. In allegro s",skipped,"bound affix or case marker, not a free word",,,,,,,,,,"herin2012domari[p. 19, section 2.12]",73fbeb2d934a4b83a837e3e2096069347eb0fc2549e8be7f890643960af4015e
2026-08-25,2026-08-25,s2.12:q27,prose,2.12 Layer II,19,xāṭr-ə-t,on (his) mind,"hence the impossibility to label the marker -tã “dative”, as in Palestinian Domari. In allegro speech, only -t may surface: xāṭr-ə-t “on (his) mind” (mind-OBL-SUP)",ingested,,xāṭr-ə-t,on (his) mind,obl superessive dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q27,,,"herin2012domari[p. 19, section 2.12]",7f0034af3f983f5b13a5af568b0b67512642f133b0109843454a4b266efbeb1a
2026-08-25,2026-08-25,s2.12:q28,prose,2.12 Layer II,19,ʿind,"at, by","The case marker - ka commonly translates the Arabic preposition ʿind “at, by” (cf. French “chez”). It has a rather lo",skipped,"cited in its own language as a donor, etymon or structural model, not as Domari: the Arabic preposition ʿind",,,,,,,,,,"herin2012domari[p. 19, section 2.12]",6e173afeca79055e235c7c83c5b07d5e0c627208ea69af5c65a1ebe68d3ca5d0
2026-08-25,2026-08-25,s2.12:q29,prose,2.12 Layer II,19,,chez,"The case marker - ka commonly translates the Arabic preposition ʿind “at, by” (cf. French “chez”). It has a rather loose locative meanin",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 19, section 2.12]",4076f4844d0d588d622a3b66b19e0c6111c6a218699d31c03bf50f2455d7a012
2026-08-25,2026-08-25,s2.12:q30,prose,2.12 Layer II,19,doktōr-ə-ka,at the doctorʾs,"by” (cf. French “chez”). It has a rather loose locative meaning and refers more typically to the place of residence or work: doktōr-ə-ka “at the doctorʾs” (doctor-OBL-AD), garōm ē kaǧǧ-ə-ka “I",ingested,,doktōr-ə-ka,at the doctor’s,obl ade dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q30,,,"herin2012domari[p. 19, section 2.12]",5d0582d9632d77ee847546b565cc1c35331d971c3c886e08328dad0ffb1f5745
2026-08-25,2026-08-25,s2.12:q31,prose,2.12 Layer II,19,garōm ē kaǧǧ-ə-ka,I went to that manʾs place,"e meaning and refers more typically to the place of residence or work: doktōr-ə-ka “at the doctorʾs” (doctor-OBL-AD), garōm ē kaǧǧ-ə-ka “I went to that manʾs place” (go.PFV.1SG DEM.OBL man-OBL-AD). It app",ingested,,garōm; ē; kaǧǧ-ə-ka,"to go; this, that; man",pfv 1sg verb dialect:as:aleppo:Aleppo; demonstrative obl dialect:as:aleppo:Aleppo; obl ade dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q31:w1; herin2012domari:s2.12:q31:w2; herin2012domari:s2.12:q31:w3,,,"herin2012domari[p. 19, section 2.12]",ee7b6dabfe5c009f1491aebdf9fb7a1801fc2cd2ae4601049653d8b0507ba406
2026-08-25,2026-08-25,ex18a:w1,example,2.12 Layer II,19,tmīn-ka,2PL-AD,example (18a) word 1; the article labels this example Domari,ingested,,tmīn-ka,you (plural),2pl ade pron personal dialect:as:aleppo:Aleppo,,,,herin2012domari:ex18a:w1,,,"herin2012domari[p. 19, example (18a) word 1]",e5ca3de0037d5c081277e2e2859e723d3da228a677e6aa237ea2ae5890fcd9c4
2026-08-25,2026-08-25,ex18a:w2,example,2.12 Layer II,19,(a)šti,there.is,example (18a) word 2; the article labels this example Domari,ingested,,ašti; šti,there is,verb dialect:as:aleppo:Aleppo; verb alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:ex18a:w2; herin2012domari:ex18a:w2:variant:2,,,"herin2012domari[p. 19, example (18a) word 2]",6ad92c42dc49c31e12f279d3ae1e25e3ce5856af810ca2714c2bdf1749aff591
2026-08-25,2026-08-25,ex18a:w3,example,2.12 Layer II,19,trombīlã,car,example (18a) word 3; the article labels this example Domari,ingested,,trombīlã,car,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex18a:w3,,,"herin2012domari[p. 19, example (18a) word 3]",614539553801890c616f23b6bbb43621a01cbb67f9f501fbf36087c9b3dd9399
2026-08-25,2026-08-25,ex18b:w1,example,2.12 Layer II,19,fī,there.is,example (18b) word 1; the article labels this example Arabic,skipped,"another scholar's material from a different Dom variety, cited for comparison (the article labels example 18b Arabic)",,,,,,,,,,"herin2012domari[p. 19, example (18b) word 1]",83a2ffe11d623d8a9a6656906d81d693afb36c6cd1c08bbfd90e631054a17116
2026-08-25,2026-08-25,ex18b:w2,example,2.12 Layer II,19,ʿand-kun,AD-2PL,example (18b) word 2; the article labels this example Arabic,skipped,"another scholar's material from a different Dom variety, cited for comparison (the article labels example 18b Arabic)",,,,,,,,,,"herin2012domari[p. 19, example (18b) word 2]",5b90f1e27470aaf9020e846c70c029356bc491fdec7c1646831516842d9c0a8c
2026-08-25,2026-08-25,ex18b:w3,example,2.12 Layer II,19,sayyāra,car,example (18b) word 3; the article labels this example Arabic,skipped,"another scholar's material from a different Dom variety, cited for comparison (the article labels example 18b Arabic)",,,,,,,,,,"herin2012domari[p. 19, example (18b) word 3]",ce4e5523607b9c444510ef6d84e30a27bbb91846874e86fba5637909d0220d65
2026-08-25,2026-08-25,ex18b:translation,translation,2.12 Layer II,19,,Do you have a car?,free translation of example (18b),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 19, example (18b) free translation]",37535fca9103b2c9c82940ede5ce288bcf401217b3ffbdb7d8136ad282275106
2026-08-25,2026-08-25,s2.12:q32,prose,2.12 Layer II,19,ǧib kardōm māyn-āk-ə-sa,I spoke with a woman,The comitative marker -sa has a straightforward meaning and denotes companionship: ǧib kardōm māyn-āk-ə-sa “I spoke with a woman” (speak.PFV.1.SG. woman-INDEF-OBL-COM),skipped,phrase or clause example whose component lexemes are glossed elsewhere,,I spoke with a woman,,,,,,,,"herin2012domari[p. 19, section 2.12]",cf48c8edd2c5cee89e76620975a809e632b339b9bfc2f76594bda135d15619b6
2026-08-25,2026-08-25,s2.12:q33,prose,2.12 Layer II,19,la,and,ould be added that companionship may also be expressed periphrastically through the coordination of two NPʾs by way of the conjunction la “and”: bāzār-ǝ dīs ǧāme ǧāmʿ-ǝ-ki mā la dī b,ingested,,la,and,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q33,,,"herin2012domari[p. 19, section 2.12]",9f353dbd0d09e41ed2c172641425c07dcfe4ddd33b370a2f259341cb5dd012be
2026-08-25,2026-08-25,s2.12:q34,prose,2.12 Layer II,19,bāzār-ǝ dīs ǧāme ǧāmʿ-ǝ-ki mā la dī bēn-ē-m,"On Friday, I go to the mosque with my two sisters (me and my two sisters)","d periphrastically through the coordination of two NPʾs by way of the conjunction la “and”: bāzār-ǝ dīs ǧāme ǧāmʿ-ǝ-ki mā la dī bēn-ē-m “On Friday, I go to the mosque with my two sisters (me and my two sisters)” (Friday-OBL day go.IMPFV.1SG mosque-OBL",ingested,,bāzār-ǝ; dīs; ǧāme; ǧāmʿ-ǝ-ki; mā; la; dī; bēn-ē-m,Friday; day; to go; mosque; me; and; two; sister,obl dialect:as:aleppo:Aleppo; dialect:as:aleppo:Aleppo; ipfv 1sg verb dialect:as:aleppo:Aleppo; obl abl dialect:as:aleppo:Aleppo; pl 1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q34:w1; herin2012domari:s2.12:q34:w2; herin2012domari:s2.12:q34:w3; herin2012domari:s2.12:q34:w4; herin2012domari:s2.12:q34:w5; herin2012domari:s2.12:q34:w6; herin2012domari:s2.12:q34:w7; herin2012domari:s2.12:q34:w8,,,"herin2012domari[p. 19, section 2.12]",129e8e54f0f497f783c2394859c69f07b0e46974fc91e8d3f678db42c62f7617
2026-08-25,2026-08-25,s2.12:q35,prose,2.12 Layer II,19,kēʋa,where to?,"s and, to the best of my knowledge, does not appear in any other source about Domari. It occurs most frequently in the interrogative kēʋa “where to?” ( kēʋa garã “where did (s)he go?”). I",ingested,,kēʋa,where to?,dialect:as:aleppo:Aleppo,,,,herin2012domari:s2.12:q35,,,"herin2012domari[p. 19, section 2.12]",eb0a6605033dd9e061fee2dd738c21f7042e67f867ce62841c86f0fd8de5cdff
2026-08-25,2026-08-25,s2.12:q36,prose,2.12 Layer II,19,kēʋa garã,where did (s)he go?,"nowledge, does not appear in any other source about Domari. It occurs most frequently in the interrogative kēʋa “where to?” ( kēʋa garã “where did (s)he go?”). It was also recorded in temporal expr",skipped,phrase or clause example whose component lexemes are glossed elsewhere,,where did (s)he go?,,,,,,,,"herin2012domari[p. 19, section 2.12]",8e91a3f7669dd8f1bd5466297b18a4d66bbdd35cf6fcc14e411e60334d71e018
