unit|region|pdf_page|form|gloss|context
ex16b:1|interlinear|33|tä|3sg.erg|example=16b; translation=He filled two baskets with pears.
ex16b:2|interlinear|33|du|two|example=16b; translation=He filled two baskets with pears.
ex16b:3|interlinear|33|čädeer|basket|example=16b; translation=He filled two baskets with pears.
ex16b:4|interlinear|33|ṭangur|pear|example=16b; translation=He filled two baskets with pears.
ex16b:5|interlinear|33|pur-il|fill-pfv|example=16b; translation=He filled two baskets with pears.
ex17a:1|interlinear|33|ma|1sg.nom|example=17a; reference=MJ06a-166; translation=I will give you a good book.
ex17a:2|interlinear|33|tu=ṭä|2sg=dat|example=17a; reference=MJ06a-166; translation=I will give you a good book.
ex17a:3|interlinear|33|[raán|good|example=17a; reference=MJ06a-166; translation=I will give you a good book.
ex17a:4|interlinear|33|ä|indf|example=17a; reference=MJ06a-166; translation=I will give you a good book.
ex17a:5|interlinear|33|kitaáb]|book|example=17a; reference=MJ06a-166; translation=I will give you a good book.
ex17a:6|interlinear|33|d-am|give-1sg.irr|example=17a; reference=MJ06a-166; translation=I will give you a good book.
ex18a:1|interlinear|33|ma|1sg.nom|example=18a; reference=MI06c-78; translation=I see his faults.
ex18a:2|interlinear|33|[täsi|3sg.gen|example=18a; reference=MI06c-78; translation=I see his faults.
ex18a:3|interlinear|33|ġalti|fault|example=18a; reference=MI06c-78; translation=I see his faults.
ex18a:4|interlinear|33|]||example=18a; reference=MI06c-78; translation=I see his faults.
ex18a:5|interlinear|33|päš-uun|see-ipfv.m.sg|example=18a; reference=MI06c-78; translation=I see his faults.
ex18b:1|interlinear|33|púu|boy|example=18b; reference=JK15d-8; translation=The boy liked his new toy.
ex18b:2|interlinear|33|[tani|refl|example=18b; reference=JK15d-8; translation=The boy liked his new toy.
ex18b:3|interlinear|33|num|new|example=18b; reference=JK15d-8; translation=The boy liked his new toy.
ex18b:4|interlinear|33|khilunú]|toy|example=18b; reference=JK15d-8; translation=The boy liked his new toy.
ex18b:5|interlinear|33|xuš|happy|example=18b; reference=JK15d-8; translation=The boy liked his new toy.
ex18b:6|interlinear|33|b-ìl|become-pfv|example=18b; reference=JK15d-8; translation=The boy liked his new toy.
ex18c:1|interlinear|33|[mi|1sg.gen|example=18c; reference=U23a-20; translation=My friend has a headache
ex18c:2|interlinear|33|mälgir=ä|friend=gen|example=18c; reference=U23a-20; translation=My friend has a headache
ex18c:3|interlinear|33|ṣiṣ|head|example=18c; reference=U23a-20; translation=My friend has a headache
ex18c:4|interlinear|33|]||example=18c; reference=U23a-20; translation=My friend has a headache
ex18c:5|interlinear|33|šil-uun|hurt-ipfv.m.sg|example=18c; reference=U23a-20; translation=My friend has a headache
ex19a:1|interlinear|33|äsi|1pl.gen|example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex19a:2|interlinear|33|draám=mi|village=in|example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex19a:3|interlinear|33|[šílkin|Shelkin|example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex19a:4|interlinear|33|mäni|called|example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex19a:5|interlinear|33|ä|indf|example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex19a:6|interlinear|33|bàag|place|example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex19a:7|interlinear|33|]||example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex19a:8|interlinear|33|in|cop.prs|example=19a; reference=MJ06c-7; translation=In our village, there is a place called Shelkin.
ex20a:1|interlinear|34|treer=ä|woman=erg|example=20a; reference=JK15d-43; translation=The woman covered the boy with a blanket.
ex20a:2|interlinear|34|púu|boy|example=20a; reference=JK15d-43; translation=The woman covered the boy with a blanket.
ex20a:3|interlinear|34|taa=waa|blanket=into|example=20a; reference=JK15d-43; translation=The woman covered the boy with a blanket.
ex20a:4|interlinear|34|päläṭ-il|cover-pfv|example=20a; reference=JK15d-43; translation=The woman covered the boy with a blanket.
ex20b:1|interlinear|34|mi|1sg.gen|example=20b; reference=MJ06a-146; translation=My friends saw this film.
ex20b:2|interlinear|34|mälgir-um=ä|friend-obl.pl=erg|example=20b; reference=MJ06a-146; translation=My friends saw this film.
ex20b:3|interlinear|34|un|this|example=20b; reference=MJ06a-146; translation=My friends saw this film.
ex20b:4|interlinear|34|filäm|film|example=20b; reference=MJ06a-146; translation=My friends saw this film.
ex20b:5|interlinear|34|driṣ|see.pfv|example=20b; reference=MJ06a-146; translation=My friends saw this film.
ex20c:1|interlinear|34|is|1pl.erg|example=20c; reference=MJ06b-24; translation=We sold milk in the market.
ex20c:2|interlinear|34|c̣iir|milk|example=20c; reference=MJ06b-24; translation=We sold milk in the market.
ex20c:3|interlinear|34|bázaar=mi|market=in|example=20c; reference=MJ06b-24; translation=We sold milk in the market.
ex20c:4|interlinear|34|traar-il|sell-pfv|example=20c; reference=MJ06b-24; translation=We sold milk in the market.
ex21a:1|interlinear|35|púu|boy|example=21a; reference=JK15d-1; translation=The boy ate the fruit.
ex21a:2|interlinear|35|máwa|fruit|example=21a; reference=JK15d-1; translation=The boy ate the fruit.
ex21a:3|interlinear|35|kh-aál|eat-pfv|example=21a; reference=JK15d-1; translation=The boy ate the fruit.
ex21b:1|interlinear|35|púu=ä|boy=erg|example=21b; reference=JK15d-3; translation=The boy looked at the girl.
ex21b:2|interlinear|35|pée|girl|example=21b; reference=JK15d-3; translation=The boy looked at the girl.
ex21b:3|interlinear|35|muuk=thä|face=dat|example=21b; reference=JK15d-3; translation=The boy looked at the girl.
ex21b:4|interlinear|35|nal-il|look-pfv|example=21b; reference=JK15d-3; translation=The boy looked at the girl.
ex21c:1|interlinear|35|triyaal-um|woman.pl-obl.pl|example=21c; reference=JK15d-79; translation=The women cooked the meat.
ex21c:2|interlinear|35|maas|meat|example=21c; reference=JK15d-79; translation=The women cooked the meat.
ex21c:3|interlinear|35|päč-aál|cook-pfv|example=21c; reference=JK15d-79; translation=The women cooked the meat.
ex22a:1|interlinear|35|äsi|1pl.gen|example=22a; reference=MJ06a-184; translation=Our dog has just died.
ex22a:2|interlinear|35|kučur|dog|example=22a; reference=MJ06a-184; translation=Our dog has just died.
ex22a:3|interlinear|35|tipä|now|example=22a; reference=MJ06a-184; translation=Our dog has just died.
ex22a:4|interlinear|35|tipä|now|example=22a; reference=MJ06a-184; translation=Our dog has just died.
ex22a:5|interlinear|35|múr|die.pfv|example=22a; reference=MJ06a-184; translation=Our dog has just died.
ex22b:1|interlinear|35|tä|3sg.erg|example=22b; reference=MI06b-144; translation=She drank the glass of poison.
ex22b:2|interlinear|35|zaar=ä|poison=gen|example=22b; reference=MI06b-144; translation=She drank the glass of poison.
ex22b:3|interlinear|35|gilaas|glass|example=22b; reference=MI06b-144; translation=She drank the glass of poison.
ex22b:4|interlinear|35|píil|drink.pfv|example=22b; reference=MI06b-144; translation=She drank the glass of poison.
ex22c:1|interlinear|35|äsi|1pl.gen|example=22c; reference=MJ06a-139; translation=We have a very big house.
ex22c:2|interlinear|35|bääḍ|very|example=22c; reference=MJ06a-139; translation=We have a very big house.
ex22c:3|interlinear|35|gän|big.f|example=22c; reference=MJ06a-139; translation=We have a very big house.
ex22c:4|interlinear|35|ä|indf|example=22c; reference=MJ06a-139; translation=We have a very big house.
ex22c:5|interlinear|35|šii|house|example=22c; reference=MJ06a-139; translation=We have a very big house.
ex22c:6|interlinear|35|in|cop.prs|example=22c; reference=MJ06a-139; translation=We have a very big house.
ex22d:1|interlinear|35|un|this|example=22d; reference=MJ06a-143; translation=This house has five doors.
ex22d:2|interlinear|35|šii=ä|house=gen|example=22d; reference=MJ06a-143; translation=This house has five doors.
ex22d:3|interlinear|35|paanǰ|five|example=22d; reference=MJ06a-143; translation=This house has five doors.
ex22d:4|interlinear|35|där|door|example=22d; reference=MJ06a-143; translation=This house has five doors.
ex22d:5|interlinear|35|in|cop.prs|example=22d; reference=MJ06a-143; translation=This house has five doors.
ex23a:1|interlinear|36|is|1pl.erg|example=23a; reference=JK15d-36; translation=We gave the books to the children.
ex23a:2|interlinear|36|läḍkúr-um=thä|boy.pl-obl.pl=dat|example=23a; reference=JK15d-36; translation=We gave the books to the children.
ex23a:3|interlinear|36|kitaáb-uni|book-pl|example=23a; reference=JK15d-36; translation=We gave the books to the children.
ex23a:4|interlinear|36|dit|give.pfv|example=23a; reference=JK15d-36; translation=We gave the books to the children.
ex23b:1|interlinear|36|pée|girl|example=23b; reference=JK15d-18; translation=The girl talked to the boy about her dog.
ex23b:2|interlinear|36|púu=thä|boy=dat|example=23b; reference=JK15d-18; translation=The girl talked to the boy about her dog.
ex23b:3|interlinear|36|tani|refl|example=23b; reference=JK15d-18; translation=The girl talked to the boy about her dog.
ex23b:4|interlinear|36|kučur|dog|example=23b; reference=JK15d-18; translation=The girl talked to the boy about her dog.
ex23b:5|interlinear|36|sipat|talk?|example=23b; reference=JK15d-18; translation=The girl talked to the boy about her dog.
ex23b:6|interlinear|36|thää́l|do.pfv|example=23b; reference=JK15d-18; translation=The girl talked to the boy about her dog.
ex23c:1|interlinear|36|thi|2sg.erg|example=23c; reference=MJ06a-60; translation=How much money did you give him?
ex23c:2|interlinear|36|räs=thä|3sg.acc=dat|example=23c; reference=MJ06a-60; translation=How much money did you give him?
ex23c:3|interlinear|36|kiteek|how_much|example=23c; reference=MJ06a-60; translation=How much money did you give him?
ex23c:4|interlinear|36|rupee|money|example=23c; reference=MJ06a-60; translation=How much money did you give him?
ex23c:5|interlinear|36|dit|give.pfv|example=23c; reference=MJ06a-60; translation=How much money did you give him?
ex24a:1|interlinear|36|rä|3sg.erg|example=24a; reference=MJ06a-167; translation=He taught me English.
ex24a:2|interlinear|36|ma=ṭä|1sg.acc=dat|example=24a; reference=MJ06a-167; translation=He taught me English.
ex24a:3|interlinear|36|angrizii|English|example=24a; reference=MJ06a-167; translation=He taught me English.
ex24a:4|interlinear|36|päš-aál|show-pfv|example=24a; reference=MJ06a-167; translation=He taught me English.
ex24b:1|interlinear|36|zamaán=ä|Zaman=erg|example=24b; reference=MJ06a-68; translation=What did Zaman say to you?
ex24b:2|interlinear|36|tu=ṭä|2sg.acc=dat|example=24b; reference=MJ06a-68; translation=What did Zaman say to you?
ex24b:3|interlinear|36|guwaá|what|example=24b; reference=MJ06a-68; translation=What did Zaman say to you?
ex24b:4|interlinear|36|män-il|say-pfv|example=24b; reference=MJ06a-68; translation=What did Zaman say to you?
ex25a:1|interlinear|36|puṭooš=thä|boy=dat|example=25a; reference=MJ06a-70; translation=The child is feeling cold.
ex25a:2|interlinear|36|šidäl|cold|example=25a; reference=MJ06a-70; translation=The child is feeling cold.
ex25a:3|interlinear|36|y-ùun|come-ipfv.m.sg|example=25a; reference=MJ06a-70; translation=The child is feeling cold.
ex25b:1|interlinear|36|tu=ṭä|2sg.acc=dat|example=25b; reference=MJ06a-89; translation=You will have to read this book.
ex25b:2|interlinear|36|un|this|example=25b; reference=MJ06a-89; translation=You will have to read this book.
ex25b:3|interlinear|36|kitaáb|book|example=25b; reference=MJ06a-89; translation=You will have to read this book.
ex25b:4|interlinear|36|män-il|read-vn|example=25b; reference=MJ06a-89; translation=You will have to read this book.
ex25b:5|interlinear|36|in|cop.prs|example=25b; reference=MJ06a-89; translation=You will have to read this book.
ex26a:1|interlinear|37|ma|1sg.nom|example=26a; reference=MJ06a-23; translation=I went to the market.
ex26a:2|interlinear|37|bázaar=iǰ|market=to|example=26a; reference=MJ06a-23; translation=I went to the market.
ex26a:3|interlinear|37|goo|go.pfv.m.sg|example=26a; reference=MJ06a-23; translation=I went to the market.
ex26b:1|interlinear|37|seekäl=räl|bicycle=onto|example=26b; translation=(... and) placed (it) onto the bicycle.
ex26b:2|interlinear|37|näm-il|put-pfv|example=26b; translation=(... and) placed (it) onto the bicycle.
ex26c:1|interlinear|37|púu|boy|example=26c; reference=JK15d-81; translation=The boy appeared on the field.
ex26c:2|interlinear|37|kheér=mi|field=on|example=26c; reference=JK15d-81; translation=The boy appeared on the field.
ex26c:3|interlinear|37|nikhät|appear.pfv|example=26c; reference=JK15d-81; translation=The boy appeared on the field.
ex26d:1|interlinear|37|čhätree|umbrella|example=26d; reference=MJ06a-43; translation=The umbrella is next to the door.
ex26d:2|interlinear|37|där=dii|door=at|example=26d; reference=MJ06a-43; translation=The umbrella is next to the door.
ex26d:3|interlinear|37|in|cop.prs|example=26d; reference=MJ06a-43; translation=The umbrella is next to the door.
ex27a:1|interlinear|37|ma|1sg.acc|example=27a; reference=MJ06a-192; translation=I had to come back from the market.
ex27a:2|interlinear|37|ṭä|dat|example=27a; reference=MJ06a-192; translation=I had to come back from the market.
ex27a:3|interlinear|37|bázaar=dä|market=from|example=27a; reference=MJ06a-192; translation=I had to come back from the market.
ex27a:4|interlinear|37|patä|back?|example=27a; reference=MJ06a-192; translation=I had to come back from the market.
ex27a:5|interlinear|37|waal|come_down.inf|example=27a; reference=MJ06a-192; translation=I had to come back from the market.
ex27a:6|interlinear|37|aas|cop.pst|example=27a; reference=MJ06a-192; translation=I had to come back from the market.
ex27b:1|interlinear|37|púu|boy|example=27b; reference=JK15d-28; translation=The boy killed the snake with a stick.
ex27b:2|interlinear|37|lumeeḍ=dä|stick=from|example=27b; reference=JK15d-28; translation=The boy killed the snake with a stick.
ex27b:3|interlinear|37|naang|snake|example=27b; reference=JK15d-28; translation=The boy killed the snake with a stick.
ex27b:4|interlinear|37|már-il|kill-pfv|example=27b; reference=JK15d-28; translation=The boy killed the snake with a stick.
ex27c:1|interlinear|37|ustad=ä|teacher=erg|example=27c; reference=MJ06a-56; translation=The teacher asked the girl a question.
ex27c:2|interlinear|37|pée=dä|girl=from|example=27c; reference=MJ06a-56; translation=The teacher asked the girl a question.
ex27c:3|interlinear|37|suwaal|question|example=27c; reference=MJ06a-56; translation=The teacher asked the girl a question.
ex27c:4|interlinear|37|täpoos|ask|example=27c; reference=MJ06a-56; translation=The teacher asked the girl a question.
ex27c:5|interlinear|37|thää́l|do.pfv|example=27c; reference=MJ06a-56; translation=The teacher asked the girl a question.
ex27d:1|interlinear|37|siir|sun|example=27d; translation=(... that) the sun is stronger than him.
ex27d:2|interlinear|37|räs=dä|3sg.acc=from|example=27d; translation=(... that) the sun is stronger than him.
ex27d:3|interlinear|37|ṭikir|strong|example=27d; translation=(... that) the sun is stronger than him.
ex27d:4|interlinear|37|in|cop.prs|example=27d; translation=(... that) the sun is stronger than him.
ex28a:1|interlinear|38|púu|boy(m)|example=28a; reference=JK15d-62; translation=The boy is playing.
ex28a:2|interlinear|38|näṭ-uun|play-ipfv.m.sg|example=28a; reference=JK15d-62; translation=The boy is playing.
ex28b:1|interlinear|38|gänaraaṭ|old.people(m)|example=28b; reference=JK15d-56; translation=The old people live in town.
ex28b:2|interlinear|38|draám=mi|village=in|example=28b; reference=JK15d-56; translation=The old people live in town.
ex28b:3|interlinear|38|bìš-aan|live-ipfv.m.pl|example=28b; reference=JK15d-56; translation=The old people live in town.
ex28c:1|interlinear|38|treer|woman(f)|example=28c; reference=JK15d-73; translation=The woman is digging for potatoes.
ex28c:2|interlinear|38|älug-aán|potato-pl?|example=28c; reference=JK15d-73; translation=The woman is digging for potatoes.
ex28c:3|interlinear|38|gäḍ-een|dig.up-ipfv.f|example=28c; reference=JK15d-73; translation=The woman is digging for potatoes.
ex29a:1|interlinear|38|mi|1sg.gen|example=29a; reference=MJ06a-74; translation=I have a toothache.
ex29a:2|interlinear|38|daan|tooth(m)|example=29a; reference=MJ06a-74; translation=I have a toothache.
ex29a:3|interlinear|38|šil-uun|hurt-ipfv.m.sg|example=29a; reference=MJ06a-74; translation=I have a toothache.
ex29b:1|interlinear|38|phäṇoos|ball(m)|example=29b; reference=JK15d-65; translation=The ball is rolling.
ex29b:2|interlinear|38|ḍúkur-uun|roll-ipfv.m.sg|example=29b; reference=JK15d-65; translation=The ball is rolling.
ex30a:1|interlinear|39|soo|3sg.nom|example=30a; reference=JK15d-8; translation=He is coming.
ex30a:2|interlinear|39|y-ùun|come-ipfv.m.sg|example=30a; reference=JK15d-8; translation=He is coming.
ex30b:1|interlinear|39|soo|3sg.nom|example=30b; reference=JK15d-9; translation=She is coming.
ex30b:2|interlinear|39|y-ìin|come-ipfv.f|example=30b; reference=JK15d-9; translation=She is coming.
ex31a:1|interlinear|41|lupaarä|tomorrow|example=31a; reference=MI06c-24; translation=Tomorrow I (male) will run.
ex31a:2|interlinear|41|ma|1sg.nom|example=31a; reference=MI06c-24; translation=Tomorrow I (male) will run.
ex31a:3|interlinear|41|trap-uun|run-ipfv.m.sg|example=31a; reference=MI06c-24; translation=Tomorrow I (male) will run.
ex31b:1|interlinear|41|bä|1pl.nom|example=31b; reference=MJ06a-16; translation=We (male or mixed group) are playing.
ex31b:2|interlinear|41|näṭ-aan|play-ipfv.m.pl|example=31b; reference=MJ06a-16; translation=We (male or mixed group) are playing.
ex31c:1|interlinear|41|soo|3pl.nom|example=31c; reference=MJ06b-4; translation=She is sitting on a charpoi.
ex31c:2|interlinear|41|ä|indf|example=31c; reference=MJ06b-4; translation=She is sitting on a charpoi.
ex31c:3|interlinear|41|šää=ral|charpoi=on|example=31c; reference=MJ06b-4; translation=She is sitting on a charpoi.
ex31c:4|interlinear|41|bìš-iin|sit-ipfv.f|example=31c; reference=MJ06b-4; translation=She is sitting on a charpoi.
ex31d:1|interlinear|41|tin|3pl.nom|example=31d; reference=MJ06b-8; translation=They (all female) are sitting on the charpoi.
ex31d:2|interlinear|41|šää=ral|charpoi=on|example=31d; reference=MJ06b-8; translation=They (all female) are sitting on the charpoi.
ex31d:3|interlinear|41|bìš-iin|sit-ipfv.f|example=31d; reference=MJ06b-8; translation=They (all female) are sitting on the charpoi.
ex32a:1|interlinear|43|púu|boy|example=32a; reference=JK15d-1; translation=The boy ate the fruit.
ex32a:2|interlinear|43|máwa|fruit(m)|example=32a; reference=JK15d-1; translation=The boy ate the fruit.
ex32a:3|interlinear|43|kh-aál|eat-pfv|example=32a; reference=JK15d-1; translation=The boy ate the fruit.
ex33a:1|interlinear|44|ä|one|example=33a; reference=MI06d-2; translation=One day we, some friends, were going to Thal.
ex33a:2|interlinear|44|deer|time|example=33a; reference=MI06d-2; translation=One day we, some friends, were going to Thal.
ex33a:3|interlinear|44|bä,|1pl.nom|example=33a; reference=MI06d-2; translation=One day we, some friends, were going to Thal.
ex33a:4|interlinear|44|käteeyi|some|example=33a; reference=MI06d-2; translation=One day we, some friends, were going to Thal.
ex33a:5|interlinear|44|mälgir,|friend|example=33a; reference=MI06d-2; translation=One day we, some friends, were going to Thal.
ex33a:6|interlinear|44|thäl=iǰ|Thal=to|example=33a; reference=MI06d-2; translation=One day we, some friends, were going to Thal.
ex33a:7|interlinear|44|b-aan-s|go-ipfv.m.pl-pst|example=33a; reference=MI06d-2; translation=One day we, some friends, were going to Thal.
ex33b:1|interlinear|44|kiteek|as_much|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:2|interlinear|44|balä|wind|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:3|interlinear|44|zoor|power|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:4|interlinear|44|d-een-s,|give-f.ipfv-pst|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:5|interlinear|44|anit|more?|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:6|interlinear|44|musäfär|traveller|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:7|interlinear|44|täni|refl|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:8|interlinear|44|šukooḍ|cloak|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex33b:9|interlinear|44|päläṭ-uun-s|cover-m.sg.ipfv-pst|example=33b; translation=The more the wind blew, the more the traveller covered his cloak around him.
ex34a:1|interlinear|45|bä|1pl.nom|example=34a; reference=MI06d-3; translation=We had sat down in the vehicle.
ex34a:2|interlinear|45|gaaḍi=mi|vehicle=on|example=34a; reference=MI06d-3; translation=We had sat down in the vehicle.
ex34a:3|interlinear|45|bä̀-s|sit.pfv-pst|example=34a; reference=MI06d-3; translation=We had sat down in the vehicle.
ex34b:1|interlinear|45|zamaán|Zaman|example=34b; reference=MJ06a-152; translation=Zaman was hungry.’ [lit. ‘Zaman had become hungry.
ex34b:2|interlinear|45|buṣily-ii-s|become_hungry-pfv-pst|example=34b; reference=MJ06a-152; translation=Zaman was hungry.’ [lit. ‘Zaman had become hungry.
ex35a:1|interlinear|45|ma|1pl.nom|example=35a; reference=MJ06a-88; translation=What should I do?
ex35a:2|interlinear|45|guwaá|what|example=35a; reference=MJ06a-88; translation=What should I do?
ex35a:3|interlinear|45|th-am|do-irr.1sg|example=35a; reference=MJ06a-88; translation=What should I do?
ex35b:1|interlinear|45|tu|2sg.nom|example=35b; reference=MI06b-89; translation=You will have to read these books.
ex35b:2|interlinear|45|un|this|example=35b; reference=MI06b-89; translation=You will have to read these books.
ex35b:3|interlinear|45|kitaáb-uni|book-pl|example=35b; reference=MI06b-89; translation=You will have to read these books.
ex35b:4|interlinear|45|män-ä|read-irr.2sg|example=35b; reference=MI06b-89; translation=You will have to read these books.
ex35c:1|interlinear|45|un|this|example=35c; reference=MI06b-111; translation=Having read the book the boy will go to sleep.
ex35c:2|interlinear|45|kitaáb=ä|book=gen|example=35c; reference=MI06b-111; translation=Having read the book the boy will go to sleep.
ex35c:3|interlinear|45|män-il=dä|read-vn=from|example=35c; reference=MI06b-111; translation=Having read the book the boy will go to sleep.
ex35c:4|interlinear|45|ätu|this|example=35c; reference=MI06b-111; translation=Having read the book the boy will go to sleep.
ex35c:5|interlinear|45|púu|boy|example=35c; reference=MI06b-111; translation=Having read the book the boy will go to sleep.
ex35c:6|interlinear|45|niin|sleep|example=35c; reference=MI06b-111; translation=Having read the book the boy will go to sleep.
ex35c:7|interlinear|45|b-ä|go-irr.3sg|example=35c; reference=MI06b-111; translation=Having read the book the boy will go to sleep.
ex36a:1|interlinear|47|[heedär|Haider|example=36a; reference=MJ06a-54; translation=Having gone inside, Haider wrote a letter.
ex36a:2|interlinear|47|šii=thä|house=to|example=36a; reference=MJ06a-54; translation=Having gone inside, Haider wrote a letter.
ex36a:3|interlinear|47|b-i|go-cvb|example=36a; reference=MJ06a-54; translation=Having gone inside, Haider wrote a letter.
ex36a:4|interlinear|47|]||example=36a; reference=MJ06a-54; translation=Having gone inside, Haider wrote a letter.
ex36a:5|interlinear|47|ä|indf|example=36a; reference=MJ06a-54; translation=Having gone inside, Haider wrote a letter.
ex36a:6|interlinear|47|xat|letter|example=36a; reference=MJ06a-54; translation=Having gone inside, Haider wrote a letter.
ex36a:7|interlinear|47|čuṇ-il|write-pfv|example=36a; reference=MJ06a-54; translation=Having gone inside, Haider wrote a letter.
ex36b:1|interlinear|47|heedär=ä|Haider=erg|example=36b; reference=MJ06a-53; translation=Haider had written a letter.
ex36b:2|interlinear|47|ä|indf|example=36b; reference=MJ06a-53; translation=Haider had written a letter.
ex36b:3|interlinear|47|xat|letter|example=36b; reference=MJ06a-53; translation=Haider had written a letter.
ex36b:4|interlinear|47|čuṇ-i-s|write-pfv-pst|example=36b; reference=MJ06a-53; translation=Haider had written a letter.
ex37a:1|interlinear|47|soo|3sg.nom|example=37a; reference=MI06c-25; translation=He is bringing water (here) now.
ex37a:2|interlinear|47|tipä|now|example=37a; reference=MI06c-25; translation=He is bringing water (here) now.
ex37a:3|interlinear|47|wää|water|example=37a; reference=MI06c-25; translation=He is bringing water (here) now.
ex37a:4|interlinear|47|g-ì|take-cvb|example=37a; reference=MI06c-25; translation=He is bringing water (here) now.
ex37a:5|interlinear|47|y-ùun|come-ipfv.m.sg|example=37a; reference=MI06c-25; translation=He is bringing water (here) now.
ex37b:1|interlinear|47|míšaal-úm|man-obl.pl|example=37b; reference=JK15d-38; translation=The men carried the boxes to the market.
ex37b:2|interlinear|47|sunduu|box?|example=37b; reference=JK15d-38; translation=The men carried the boxes to the market.
ex37b:3|interlinear|47|bázaar=par|market=to|example=37b; reference=JK15d-38; translation=The men carried the boxes to the market.
ex37b:4|interlinear|47|g-ì|take-cvb|example=37b; reference=JK15d-38; translation=The men carried the boxes to the market.
ex37b:5|interlinear|47|gee|go.pfv.m.pl|example=37b; reference=JK15d-38; translation=The men carried the boxes to the market.
ex38a:1|interlinear|48|zamaán|Zaman|example=38a; reference=MJ06a-34; translation=Can Zaman eat the food?
ex38a:2|interlinear|48|geél|bread|example=38a; reference=MJ06a-34; translation=Can Zaman eat the food?
ex38a:3|interlinear|48|khee|eat.inf|example=38a; reference=MJ06a-34; translation=Can Zaman eat the food?
ex38a:4|interlinear|48|b-uun=ää|can-ipfv.m.sg=q|example=38a; reference=MJ06a-34; translation=Can Zaman eat the food?
ex38b:1|interlinear|48|ma=ṭä|1sg.acc=dat|example=38b; reference=MJ06a-92; translation=I had to go.
ex38b:2|interlinear|48|bäyil|go.vn|example=38b; reference=MJ06a-92; translation=I had to go.
ex38b:3|interlinear|48|aas|cop.pst|example=38b; reference=MJ06a-92; translation=I had to go.
ex38c:1|interlinear|48|soo|3sg.nom|example=38c; reference=MJ06a-189; translation=He wants to work.
ex38c:2|interlinear|48|kaar=ä|work=gen|example=38c; reference=MJ06a-189; translation=He wants to work.
ex38c:3|interlinear|48|thääl|do.vn|example=38c; reference=MJ06a-189; translation=He wants to work.
ex38c:4|interlinear|48|daw-uun|want-ipfv.m.sg|example=38c; reference=MJ06a-189; translation=He wants to work.
ex39a:1|interlinear|48|tam|tree|example=39a; reference=MI06c-123; translation=The tree was cut down.
ex39a:2|interlinear|48|čhin-ǰ-il|cut-pass-pfv|example=39a; reference=MI06c-123; translation=The tree was cut down.
ex39b:1|interlinear|48|angrizii|English|example=39b; reference=MJ06a-155; translation=English was spoken.
ex39b:2|interlinear|48|män-ǰ-il|speak-pass-pfv|example=39b; reference=MJ06a-155; translation=English was spoken.
ex40a:1|interlinear|49|mi|1sg.erg|example=40a; reference=MI06c-122; translation=I made him cut the tree.
ex40a:2|interlinear|49|täs|3sg.acc|example=40a; reference=MI06c-122; translation=I made him cut the tree.
ex40a:3|interlinear|49|ṣaa|causee|example=40a; reference=MI06c-122; translation=I made him cut the tree.
ex40a:4|interlinear|49|tam|tree|example=40a; reference=MI06c-122; translation=I made him cut the tree.
ex40a:5|interlinear|49|čhin-aw-aál|cut-caus-pfv|example=40a; reference=MI06c-122; translation=I made him cut the tree.
ex41a:1|interlinear|50|piṭeeš|little_girl|example=41a; reference=JK15d-57; translation=The little girl laughed.
ex41a:2|interlinear|50|ä̀s-il|laugh-pfv|example=41a; reference=JK15d-57; translation=The little girl laughed.
ex41b:1|interlinear|50|šii|house|example=41b; reference=JK15d-67; translation=The house is burning.
ex41b:2|interlinear|50|ǰäl-een|burn-ipfv.f|example=41b; reference=JK15d-67; translation=The house is burning.
ex42a:1|interlinear|50|puṭooš=thä|boy=dat|example=42a; reference=MJ06a-70; translation=The child is feeling cold.
ex42a:2|interlinear|50|šidäl|cold(m)|example=42a; reference=MJ06a-70; translation=The child is feeling cold.
ex42a:3|interlinear|50|y-uun|come-ipfv.m.sg|example=42a; reference=MJ06a-70; translation=The child is feeling cold.
ex42b:1|interlinear|50|ma=ṭä|1sg.acc=dat|example=42b; reference=MJ06a-77; translation=I am sleepy.
ex42b:2|interlinear|50|niin|sleep(f)|example=42b; reference=MJ06a-77; translation=I am sleepy.
ex42b:3|interlinear|50|y-iin|come-ipfv.f|example=42b; reference=MJ06a-77; translation=I am sleepy.
ex43a:1|interlinear|51|zamaán|Zaman|example=43a; reference=MJ06a-149; translation=Zaman is sleeping.
