Item	PDF_Page	Printed_Page	Column	Header_OCR	Site	Role	Site_OCR	Raw_OCR	Raw_OCR_Primary	Raw_OCR_Secondary	Raw_OCR_Latin	OCR_Pass	Blank	Alignment_Note	Transcription	Review	Uncertainty
51	31	24	3	51. wind	BPL	comparison	BPL	1 btar	1 btar	1 btar	1 b'ar	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
51	31	24	3	51. wind	HTR	target	HTR	3 pawn /2 hava	3 pawn /2 hava	3 pawn /2 hava	3 pa”n /2 hava	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
51	31	24	3	51. wind	HLH	target	HLH	1 bale	1 bale	1 bale	1 balə	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
51	31	24	3	51. wind	PBG	comparison	PBG	3 pon	3 pon	3 pon	3 pon	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
51	31	24	3	51. wind	HIN	comparison	HIN	2 hava	2 hava	2 hava	2 hava	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
51	31	24	3	51. wind	PUN	comparison	PUN	2 hava	2 hava	2 hava	2 hava	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
52	31	24	1	52, stone	HRT	target	HRT	1 dala	1 dala	1 dala	1 daļa	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
52	31	24	1	52, stone	HJN	target	HJN	2 torada	2 torada	2 torada	2 torrada	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
52	31	24	1	52, stone	HFT	target	HET	1 qalo 13 dag-al /4 bath: bal|u	1 qalo 13 dag-al /4 bath: bal|u	1 qalo 13 dag-al /4 bath: bal|u	1 dalo 13 dag-al l4 bath: ba |u	tesseract_psm6	0	token=HET;edit=1;score=1.00;continued OCR line		pending	
52	31	24	1	52, stone	HNG	target	HNG	4 patt*ar /5 codi	4 patt*ar /5 codi	4 patt*ar /5 codi	4 pattħar I5 rodi	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
52	31	24	1	52, stone	BPL	comparison	BPL	4 patkhac 16 deparc	4 patkhac 16 deparc	4 patkhac 16 deparc	4 patkħac 16 qepar	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
52	31	24	1	52, stone	HTR	target	HTR	1 dala /4 patthar 14 bhai	1 dala /4 patthar 14 bhai	1 dala /4 patthar 14 bhai	1 daļa /4 patthar 14 bha:	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
52	31	24	1	52, stone	HLH	target	HLH	1 dala /4 bata	1 dala /4 bata	1 dala /4 bata	1 daļa l4 batta	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
52	31	24	1	52, stone	PBG	comparison	PBG	4 pathar	4 pathar	4 pathar	4 pathar	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
52	31	24	1	52, stone	HIN	comparison	HIN	4 path-ac	4 path-ac	4 path-ac	4 patħ-ar	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
52	31	24	1	52, stone	PUN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
53	31	24	2	53. path	HRT	target	HRT	1 ca 12 gola	1 ca 12 gola	1 ca 12 gola	1 ra 12 goļa	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
53	31	24	2	53. path	HJN	target	HIN	3 raji (footpath) /4 gas a HET 1 ca 14 gama- [5 casa	3 raji (footpath) /4 gas a HET 1 ca 14 gama- [5 casa	3 raji (footpath) /4 gas a HET 1 ca 14 gama- [5 casa	3 raji (footpath) /4 gar va HFT 1 ra 14 gama- [5 raska	tesseract_psm6	0	token=HIN;edit=1;score=1.00;continued OCR line		pending	
53	31	24	2	53. path	HFT	target						tesseract_psm6	1	site label absent from OCR		pending	
53	31	24	2	53. path	HNG	target	HNG	1 rah 12 gola- /5 rasta	1 rah 12 gola- /5 rasta	1 rah 12 gola- /5 rasta	1 rah /2 goļa. 15 rasțġa	tesseract_psm6	0	token=HNG;edit=0;score=0.55		pending	
53	31	24	2	53. path	BPL	comparison	BPI	. 1 raha 75 rasta anta HTR 1 raha 16 dagada	. 1 raha 75 rasta anta HTR 1 raha 16 dagada	. 1 raha 75 rasta anta HTR 1 raha 16 dagada	. 1 raha 1/5 rasła ‘anta HTR 1 raha 16 dagada	tesseract_psm6	0	token=BPI;edit=1;score=1.00;continued OCR line		audit-only comparison	
53	31	24	2	53. path	HTR	target						tesseract_psm6	1	site label absent from OCR		pending	
53	31	24	2	53. path	HLH	target	HLH	1/3 caht 72 gel-a	1/3 caht 72 gel-a	1/3 caht 72 gel-a	17/3 rahi /2 gel-a	tesseract_psm6	0	token=HLH;edit=0;score=0.55		pending	
53	31	24	2	53. path	PBG	comparison	PBG	7 bath	7 bath	7 bath	7 bath	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
53	31	24	2	53. path	HIN	comparison	HIN	3 rasta Mrtki@ «tka	3 rasta Mrtki@ «tka	3 rasta Mrtki@ «tka	5 rasta DLII 4 muha	tesseract_psm6	0	token=HIN;edit=0;score=0.00;continued OCR line		audit-only comparison	
53	31	24	2	53. path	PUN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
54	31	24	3	54. sand	HRT	target	HRT	1 eckei \ma   HJN 1 ret	1 eckei \ma   HJN 1 ret	1 ret-i \ma   HJN 1 ret	1 ret-i ma   HIN 1 ret	tesseract_psm6	0	token=HRT;edit=0;score=0.00;continued OCR line		pending	
54	31	24	3	54. sand	HJN	target						tesseract_psm6	1	site label absent from OCR		pending	
54	31	24	3	54. sand	HFT	target	HET	1 reti /2 mat-i /1	1 reti /2 mat-i /1	1 reti /2 mat-i /1	1 regi 1/2 mat.i 11	tesseract_psm6	0	token=HET;edit=1;score=1.55		pending	
54	31	24	3	54. sand	HNG	target	HNG	1 cet	1 cet	1 cet	1 reg	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
54	31	24	3	54. sand	BPL	comparison	BPL	1 ceti	1 ceti	1 ceti	1 regi	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
54	31	24	3	54. sand	HTR	target	HTR	1 riet	1 riet	1 riet	1 riet	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
54	31	24	3	54. sand	HLH	target	HLH	1 reti 2 mat-i	1 reti 2 mat-i	1 reti 2 mat-i	1 reti /2 maț-i	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
54	31	24	3	54. sand	PBG	comparison	PBG	1 reta /3 balu	1 reta /3 balu	1 reta /3 balu	1 reta /3 balu	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
54	31	24	3	54. sand	HIN	comparison	HIN	1 ret /1 ceti /1 balu	1 ret /1 ceti /1 balu	1 ret /1 ceti /1 balu	14 ret /1 reti /1 balu	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
54	31	24	3	54. sand	PUN	comparison	PUN	14 ret	14 ret	14 ret	1 ret	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
55	31	24	1	PUN 4 vat-a | 35. fire	HRT	target	HRT	1 ag	1 ag	1 ag	1 ag	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
55	31	24	1	PUN 4 vat-a | 35. fire	HJN	target	HJN	1 ag	1 ag	1 ag	1 æg	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
55	31	24	1	PUN 4 vat-a | 35. fire	HFT	target	HFT	1 ag	1 ag	1 ag	1 ag	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
55	31	24	1	PUN 4 vat-a | 35. fire	HNG	target	HNG	1 ag	1 ag	1 ag	1 ag	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
55	31	24	1	PUN 4 vat-a | 35. fire	BPL	comparison	BPL	2 atf-	2 atf-	2 atf-	2 atf.	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
55	31	24	1	PUN 4 vat-a | 35. fire	HTR	target	HTR	2 ats	2 ats	2 ats	2 atf	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
55	31	24	1	PUN 4 vat-a | 35. fire	HLH	target	HLH	1 ag	1 ag	1 ag	1 ag	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
55	31	24	1	PUN 4 vat-a | 35. fire	PBG	comparison	PBG	1 aga	1 aga	1 aga	1 agħa	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
55	31	24	1	PUN 4 vat-a | 35. fire	HIN	comparison	HIN	1 ag	1 ag	1 ag	1 ag	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
55	31	24	1	PUN 4 vat-a | 35. fire	PUN	comparison	PUN	1 ag*® /3 b-a	1 ag*® /3 b-a	1 ag*® /3 b-a	1 ag° 13 b-a	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
56	31	24	2	rUN Jl raAnha | 56. suoke	HRT	target	HRT	1 duma	1 duma	1 duma	1 duma	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
56	31	24	2	rUN Jl raAnha | 56. suoke	HJN	target	HJN	1 dum-a	1 dum-a	1 dum-a	1 dum.a	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
56	31	24	2	rUN Jl raAnha | 56. suoke	HFT	target	HFT	1 dua	1 dua	1 dua	1 druđā	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
56	31	24	2	rUN Jl raAnha | 56. suoke	HNG	target	HNG	1 dud	1 dud	1 dud	1 dua	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
56	31	24	2	rUN Jl raAnha | 56. suoke	BPL	comparison	BPL	1 d'ud	1 d'ud	1 d'ud	. 1 d'ua	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
56	31	24	2	rUN Jl raAnha | 56. suoke	HTR	target	HTR	1 dud	1 dud	1 dud	1 duā	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
56	31	24	2	rUN Jl raAnha | 56. suoke	HLH	target	HLH	1 da	1 da	1 da	1 d»ā	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
56	31	24	2	rUN Jl raAnha | 56. suoke	PBG	comparison	PBG	1 dOwa	1 dOwa	1 dOwa	1 düwa	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
56	31	24	2	rUN Jl raAnha | 56. suoke	HIN	comparison	HIN	1 d'da	1 d'da	1 d'da	1 dra	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
56	31	24	2	rUN Jl raAnha | 56. suoke	PUN	comparison	PUN	1 tud	1 tud	1 tud	1 țuā	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
57	31	24	3	6 Weve FF“ & | 57. ash	HRT	target	HRT	1 cax	1 cax	1 cax	1 rax	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
57	31	24	3	6 Weve FF“ & | 57. ash	HJN	target	HJN	1 rak*	1 rak*	1 rak*	1 rak’	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
57	31	24	3	6 Weve FF“ & | 57. ash	HFT	target	HFT	1 crak	1 crak	1 crak	1 rakh	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
57	31	24	3	6 Weve FF“ & | 57. ash	HNG	target	HNG	1 cak* /2 sova	1 cak* /2 sova	1 cak* /2 sova	1 rakh 72 sova	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
57	31	24	3	6 Weve FF“ & | 57. ash	BPL	comparison	BPL	1 rcak*	1 rcak*	1 rcak*	1 rakt	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
57	31	24	3	6 Weve FF“ & | 57. ash	HTR	target	HTR	1 cak*	1 cak*	1 cak*	1 rak™	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
57	31	24	3	6 Weve FF“ & | 57. ash	HLH	target	HLH	1 cak*	1 cak*	1 cak*	1 rakt	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
57	31	24	3	6 Weve FF“ & | 57. ash	PBG	comparison	PBG	2 soa	2 soa	2 soa	2 soa	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
57	31	24	3	6 Weve FF“ & | 57. ash	HIN	comparison	HIN	1 rak*	1 rak*	1 rak*	1 rakt	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
57	31	24	3	6 Weve FF“ & | 57. ash	PUN	comparison	PUN	2 savah /2 suwa	2 savah /2 suwa	2 savah /2 suwa	2 savah }2 suwa	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
58	31	24	1	58. mud	HRT	target	HRT	1 gar‘ta	1 gar‘ta	1 gar‘ta	1 gar'a	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
58	31	24	1	58. mud	HJN	target	HJN	1 gara 12 tfck-ad /3 khé	1 gara 12 tfck-ad /3 khé	1 gara 12 tfck-ad /3 khé	1 gara 12 tfik-ad 13 kë	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
58	31	24	1	58. mud	HFT	target	HET	3 ketfac /2 tfckac /4 ka	3 ketfac /2 tfckac /4 ka	3 ketfac /2 tfckac /4 ka	3 kitfac 12 tfikac 14 ka	tesseract_psm6	0	token=HET;edit=1;score=1.00		pending	
58	31	24	1	58. mud	HNG	target	HNG	1 gara-	1 gara-	1 gara-	1 gara:	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
58	31	24	1	58. mud	BPL	comparison	BPL	3 kitf-	3 kitf-	3 kitf-	3 kitf-	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
58	31	24	1	58. mud	HTR	target	HTR	3 ktTtf	3 ktTtf	3 ktTtf	3 kTtf	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
58	31	24	1	58. mud	HLH	target	HLH	1 gara 13 kitfado	1 gara 13 kitfado	1 gara 13 kitfado	1 gara 13 kitfadqo	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
58	31	24	1	58. mud	PBG	comparison	PBG	5 nati	5 nati	5 nati	5 aati	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
58	31	24	1	58. mud	HIN	comparison	HIN	3 kitfac	3 kitfac	3 kitfac	3 kitfat	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
58	31	24	1	58. mud	PUN	comparison	PUN	2 tftk-ac	2 tftk-ac	2 tftk-ac	2 tfitk-ac	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
59	31	24	2	59. dust	HRT	target	HRT	1 dul? Stfa HIN 2 mat-! /3 gerga ag-o HFT 1 d*ur /4 upd*erct	1 dul? Stfa HIN 2 mat-! /3 gerga ag-o HFT 1 d*ur /4 upd*erct	1 dul? Stfa HIN 2 mat-! /3 gerga ag-o HFT 1 d*ur /4 upd*erct	1 d'ul tfa HJN 2 maț-! 13 gırga ad-o HFT 1 dħup ?4 upgħeri	tesseract_psm6	0	token=HRT;edit=0;score=0.00;continued OCR line;continued OCR line		pending	
59	31	24	2	59. dust	HJN	target						tesseract_psm6	1	site label absent from OCR		pending	
59	31	24	2	59. dust	HFT	target						tesseract_psm6	1	site label absent from OCR		pending	
59	31	24	2	59. dust	HNG	target	HNG	1 d*ul /3 garga /1 gud	1 d*ul /3 garga /1 gud	1 d*ul /3 garga /1 gud	1 dħul 73 garga 11 gud	tesseract_psm6	0	token=HNG;edit=0;score=1.10		pending	
59	31	24	2	59. dust	BPL	comparison	BPL	1 d>uc	1 d>uc	1 d>uc	1 dħur	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
59	31	24	2	59. dust	HTR	target	HTR	1 d*ula	1 d*ula	1 d*ula	1 duļə	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
59	31	24	2	59. dust	HLH	target	HLH	1 dul	1 dul	1 dul	1 dul	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
59	31	24	2	59. dust	PBG	comparison	PBG	1 d'ul	1 d'ul	1 d'ul	1 dul	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
59	31	24	2	59. dust	HIN	comparison	HIN	1 d*ul	1 d*ul	1 d*ul	1 dul	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
59	31	24	2	59. dust	PUN	comparison	PUN	1 tule /5 kat-a	1 tule /5 kat-a	1 tule /5 kat-a	1 ġul» /5 kaț-a	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
60	31	24	3	60. gold	HRT	target	HRT	1 son-a .	1 son-a .	1 son-a .	1 son-aa,	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
60	31	24	3	60. gold	HJN	target	HJN	1 son-a	1 son-a	1 son-a	1 son-a	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
60	31	24	3	60. gold	HFT	target	HFT	1 son-a	1 son-a	1 son-a	1 son-a	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
60	31	24	3	60. gold	HNG	target	HNG	1 son-a	1 son-a	1 son-a	1 son-a	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
60	31	24	3	60. gold	BPL	comparison	BPL	1 sona	1 sona	1 sona	1 sona	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
60	31	24	3	60. gold	HTR	target	HTR	1 sana	1 sana	1 sana	1 sa”na	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
60	31	24	3	60. gold	HLH	target	HLH	1 son-a	1 son-a	1 son-a	1 son-a	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
60	31	24	3	60. gold	PBG	comparison	PBG	1 su'na	1 su'na	1 su'na	1 suina	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
60	31	24	3	60. gold	HIN	comparison	HIN	1 sona	1 sona	1 sona	1 sona	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
60	31	24	3	60. gold	PUN	comparison	PUN	1 sona	1 sona	1 sona	1 sona	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
61	32	25	1	61. trwve	HRT	target	HRT	1 dackat 72 cuk 13 ped	1 dackat 72 cuk 13 ped	1 dackat 72 cuk 13 ped	1 dackag 12 ruk }3 peq	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
61	32	25	1	61. trwve	HJN	target	HJN	2 ruk	2 ruk	2 ruk	2 ruk	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
61	32	25	1	61. trwve	HFT	target	HET	2 dack*® ag	2 dack*® ag	2 dack*® ag	1 dackdag	tesseract_psm6	0	token=HET;edit=1;score=1.00		pending	
61	32	25	1	61. trwve	HNG	target	RNG	1 deaxagd #2 cuk 73 ped	1 deaxagd #2 cuk 73 ped	1 deaxagd #2 cuk 73 ped	1 deaxagd 12 ruk 413 pod	tesseract_psm6	0	token=RNG;edit=1;score=1.00		pending	
61	32	25	1	61. trwve	BPL	comparison	BRL	DT gdlackag $2 cuk® $2) port	DT gdlackag $2 cuk® $2) port	DT gdlackag $2 cuk® $2) port	1 garkag 72 ceuk* L3 ped	tesseract_psm6	0	token=BRL;edit=1;score=1.00		audit-only comparison	
61	32	25	1	61. trwve	HTR	target	HTR	2 dark®at 72 cuk*	2 dark®at 72 cuk*	2 dark®at 72 cuk*	1 darkħag ?2 ruk™	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
61	32	25	1	61. trwve	HLH	target	HLH	1 gack*®at	1 gack*®at	1 gack*®at	1 gackħag	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
61	32	25	1	61. trwve	PBG	comparison	PBG	5 d*al	5 d*al	5 d*al	S d^al	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
61	32	25	1	61. trwve	HIN	comparison	WIN	3 per 14 veckfa	3 per 14 veckfa	3 per 14 veckfa	3 pop 14 vrerkfo	tesseract_psm6	0	token=WIN;edit=1;score=1.00		audit-only comparison	
61	32	25	1	61. trwve	PUN	comparison	PUN	1 grakte ¢2 rok*	1 grakte ¢2 rok*	1 grakte ¢2 rok*	1 drakġ> ?2 rokħ	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
62	32	25	2	62. loaf	HRT	target	HIKT	1 pak-a	1 pak-a	1 pak-a	1 paķ'a	tesseract_psm6	0	token=HIKT;edit=2;score=2.00		pending	
62	32	25	2	62. loaf	HJN	target	HIN	1 paf-a	1 paf-a	1 paf-a	1 pag'a	tesseract_psm6	0	token=HIN;edit=1;score=1.00		pending	
62	32	25	2	62. loaf	HFT	target	HET	1 pag-a	1 pag-a	1 pag-a	1 paġ-a	tesseract_psm6	0	token=HET;edit=1;score=1.00		pending	
62	32	25	2	62. loaf	HNG	target	HNG	1 pat-a Bl. Po pagea	1 pat-a Bl. Po pagea	1 pat-a Bl. Po pagea	1 pațg-a	tesseract_psm6	0	token=HNG;edit=0;score=0.00;continued OCR line		pending	
62	32	25	2	62. loaf	BPL	comparison					t pah-a	tesseract_psm6	1	site label absent from OCR		audit-only comparison	
62	32	25	2	62. loaf	HTR	target	NTR	1 pat-a	1 pat-a	1 pat-a	1 paę'a	tesseract_psm6	0	token=NTR;edit=1;score=1.55		pending	
62	32	25	2	62. loaf	HLH	target	HLH	2 pat-a	2 pat-a	2 pat-a	f paġ-a	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
62	32	25	2	62. loaf	PBG	comparison	PBG	1 patf	1 patf	1 patf	1 patf	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
62	32	25	2	62. loaf	HIN	comparison	HIN	2 pat-t	2 pat-t	2 pat-t	1 pat.-i	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
62	32	25	2	62. loaf	PUN	comparison	PUN	1 pat:	1 pat:	1 pat:	1 paķ-i	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
63	32	25	3	63. root	HRT	target	HRT	1 dzac	1 dzac	1 dzac	1 dzat	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
63	32	25	3	63. root	HJN	target	HIN	1 dgac	1 dgac	1 dgac	1 d3aÇ	tesseract_psm6	0	token=HIN;edit=1;score=1.00		pending	
63	32	25	3	63. root	HFT	target	HFT	1 d3zac	1 d3zac	1 d3zac	1 dzat	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
63	32	25	3	63. root	HNG	target	HNG	1 dgad	1 dgad	1 dgad	1 dzad	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
63	32	25	3	63. root	BPL	comparison	BPL	. 1 dgac	. 1 dgac	. 1 dgac	. 1 dgar	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
63	32	25	3	63. root	HTR	target	WTR	1 d3ac	1 d3ac	1 d3ac	1 d3aç	tesseract_psm6	0	token=WTR;edit=1;score=1.00		pending	
63	32	25	3	63. root	HLH	target	HLH	1 d3ac	1 d3ac	1 d3ac	1 d3aç	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
63	32	25	3	63. root	PBG	comparison	PBG	1 dzac	1 dzac	1 dzac	1 d3aç	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
63	32	25	3	63. root	HIN	comparison	HIN	1 d4ac	1 d4ac	1 d4ac	1 daç	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
63	32	25	3	63. root	PUN	comparison	PUN	1 dzad-	1 dzad-	1 dzad-	1 dz3adq*      '	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
64	32	25	1	64. thorn	HRT	target	HRT	1 kaqda /1 kata /2 sule	1 kaqda /1 kata /2 sule	1 kaqda /1 kata /2 sule	1 kanqa ?1 kața ?2 sul»	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
64	32	25	1	64. thorn	HJN	target	HIN	1 kanda (small) /2 sule	1 kanda (small) /2 sule	1 kanda (small) /2 sule	1 kanda (smal!) /2 sul»	tesseract_psm6	0	token=HIN;edit=1;score=1.00		pending	
64	32	25	1	64. thorn	HFT	target	HJN	1 kanta (2 sule	1 kanta (2 sule	1 kanta (2 sule	1 kaqta {2 sul»	tesseract_psm6	0	token=HJN;edit=2;score=2.00		pending	
64	32	25	1	64. thorn	HNG	target	HNG	1 kanda	1 kanda	1 kanda	1 kanqa	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
64	32	25	1	64. thorn	BPL	comparison	BPL	1 kanto	1 kanto	1 kanto	1 kanto	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
64	32	25	1	64. thorn	HTR	target	HTR	1 kanta /2 sule 13 bank	1 kanta /2 sule 13 bank	1 kanta /2 sule 13 bank	1 kanța /2 suļə 7/3 bħankı	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
64	32	25	1	64. thorn	HLH	target	HLH	1 kanta /2 sula	1 kanta /2 sula	1 kanta /2 sula	1 kaqta ?2 suļə	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
64	32	25	1	64. thorn	PBG	comparison	PBG	1 kanda	1 kanda	1 kanda	1 kanda	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
64	32	25	1	64. thorn	HIN	comparison	HIN	1 kata	1 kata	1 kata	ł kāta	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
64	32	25	1	64. thorn	PUN	comparison	PUN	1 kanda	1 kanda	1 kanda	1 kanda	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
65	32	25	2	63. flower	HRT	target	HRT	1 pul	1 pul	1 pul	1 prul	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
65	32	25	2	63. flower	HJN	target	HJN	1 pul	1 pul	1 pul	1 pħul	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
65	32	25	2	63. flower	HFT	target	HET	2 pul	2 pul	2 pul	ł? phul	tesseract_psm6	0	token=HET;edit=1;score=1.00		pending	
65	32	25	2	63. flower	HNG	target	HNG	1 p*ul	1 p*ul	1 p*ul	1 prul	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
65	32	25	2	63. flower	BPL	comparison	BPL	1 ptul (qi HTR 1 p*ul	1 ptul (qi HTR 1 p*ul	1 ptul (qi HTR 1 p*ul	1 pul cdi HTR 1 prul	tesseract_psm6	0	token=BPL;edit=0;score=0.00;continued OCR line		audit-only comparison	
65	32	25	2	63. flower	HTR	target						tesseract_psm6	1	site label absent from OCR		pending	
65	32	25	2	63. flower	HLH	target	HLH	1 peul	1 peul	1 peul	1 prul	tesseract_psm6	0	token=HLH;edit=0;score=0.55		pending	
65	32	25	2	63. flower	PBG	comparison	PBG	1 p*ul	1 p*ul	1 p*ul	1 p*ul	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
65	32	25	2	63. flower	HIN	comparison	HIN	1 p*ul	1 p*ul	1 p*ul	1 p*ul	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
65	32	25	2	63. flower	PUN	comparison	PUN	1 p*ole	1 p*ole	1 p*ole	1 p*ol»	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
66	32	25	3	66. fruit	HRT	target	HRT	1 pale	1 pale	1 pale	1 pral-	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
66	32	25	3	66. fruit	HJN	target	HIN					tesseract_psm6	1	token=HIN;edit=1;score=1.00		pending	
